;advers;age;cluster
5009;Anastasia Pavlyuchenkova;25.2922655715;12
5010;Anastasia Pavlyuchenkova;25.2539356605;12
5011;Anastasia Pavlyuchenkova;24.5065023956;12
5012;Anastasia Pavlyuchenkova;24.832306639299997;12
5013;Anastasia Pavlyuchenkova;25.1197809719;12
5014;Anastasia Pavlyuchenkova;25.1006160164;12
5015;Anastasia Pavlyuchenkova;26.135523614;3
5016;Anastasia Pavlyuchenkova;26.135523614;3
5017;Anastasia Pavlyuchenkova;26.078028747399998;3
5018;Anastasia Pavlyuchenkova;26.0971937029;3
5019;Anastasia Pavlyuchenkova;25.6180698152;12
5020;Anastasia Pavlyuchenkova;25.8288843258;12
5021;Anastasia Pavlyuchenkova;25.8288843258;12
5022;Anastasia Pavlyuchenkova;25.8288843258;12
5023;Anastasia Pavlyuchenkova;25.8288843258;12
5024;Anastasia Pavlyuchenkova;25.8288843258;12
5025;Anastasia Pavlyuchenkova;25.7522245038;12
5026;Anastasia Pavlyuchenkova;25.7522245038;12
5027;Anastasia Pavlyuchenkova;25.7522245038;12
5028;Anastasia Pavlyuchenkova;25.7522245038;12
5029;Anastasia Pavlyuchenkova;25.7522245038;12
5030;Anastasia Pavlyuchenkova;26.212183436;3
5031;Anastasia Pavlyuchenkova;26.212183436;3
5032;Anastasia Pavlyuchenkova;26.212183436;3
5033;Anastasia Pavlyuchenkova;26.212183436;3
5034;Anastasia Pavlyuchenkova;26.2696783025;3
5035;Anastasia Pavlyuchenkova;26.2696783025;3
5036;Anastasia Pavlyuchenkova;26.2696783025;3
5037;Anastasia Pavlyuchenkova;26.2696783025;3
5038;Anastasia Pavlyuchenkova;26.2696783025;3
5039;Anastasia Pavlyuchenkova;26.3299110198;3
5040;Anastasia Pavlyuchenkova;25.9630390144;3
5041;Anastasia Pavlyuchenkova;25.9055441478;12
5042;Anastasia Pavlyuchenkova;25.541409993200002;12
5043;Anastasia Pavlyuchenkova;25.541409993200002;12
5044;Anastasia Pavlyuchenkova;25.541409993200002;12
5045;Anastasia Pavlyuchenkova;25.541409993200002;12
5046;Anastasia Pavlyuchenkova;25.5222450376;12
5047;Anastasia Pavlyuchenkova;25.5222450376;12
5048;Anastasia Pavlyuchenkova;25.6755646817;12
5049;Anastasia Pavlyuchenkova;25.6755646817;12
5050;Anastasia Pavlyuchenkova;25.6755646817;12
5051;Anastasia Pavlyuchenkova;25.7138945927;12
5052;Anastasia Pavlyuchenkova;25.8672142368;12
5053;Anastasia Pavlyuchenkova;25.8672142368;12
5054;Anastasia Pavlyuchenkova;26.250513347;3
5055;Anastasia Pavlyuchenkova;25.9822039699;3
5056;Anastasia Pavlyuchenkova;26.135523614;3
5057;Anastasia Pavlyuchenkova;26.078028747399998;3
5058;Anastasia Pavlyuchenkova;25.6372347707;12
5059;Anastasia Pavlyuchenkova;25.6180698152;12
5060;Anastasia Pavlyuchenkova;25.503080082100002;12
5061;Anastasia Pavlyuchenkova;26.212183436;3
5062;Anastasia Pavlyuchenkova;26.2313483915;3
5063;Anastasia Pavlyuchenkova;26.3299110198;3
5064;Anastasia Pavlyuchenkova;25.9630390144;3
5065;Anastasia Pavlyuchenkova;25.9055441478;12
5066;Anastasia Pavlyuchenkova;26.0013689254;3
5067;Anastasia Pavlyuchenkova;26.1546885695;3
5068;Anastasia Pavlyuchenkova;25.541409993200002;12
5069;Anastasia Pavlyuchenkova;25.5222450376;12
5070;Anastasia Pavlyuchenkova;25.6755646817;12
5071;Anastasia Pavlyuchenkova;25.7138945927;12
5072;Anastasia Pavlyuchenkova;25.8672142368;12
5073;Anastasia Pavlyuchenkova;26.288843258000004;3
5074;Anastasia Pavlyuchenkova;26.250513347;3
5075;Anastasia Pavlyuchenkova;25.9822039699;3
5076;Anastasia Pavlyuchenkova;25.8480492813;12
5077;Anastasia Pavlyuchenkova;26.116358658499998;3
5078;Anastasia Pavlyuchenkova;25.8042436687;12
5079;Anastasia Pavlyuchenkova;26.8829568789;3
5080;Anastasia Pavlyuchenkova;26.8829568789;3
5081;Anastasia Pavlyuchenkova;26.8829568789;3
5082;Anastasia Pavlyuchenkova;26.8829568789;3
5083;Anastasia Pavlyuchenkova;26.8829568789;3
5084;Anastasia Pavlyuchenkova;27.266255989;3
5085;Anastasia Pavlyuchenkova;27.266255989;3
5086;Anastasia Pavlyuchenkova;27.0937713895;3
5087;Anastasia Pavlyuchenkova;26.8062970568;3
5088;Anastasia Pavlyuchenkova;26.8062970568;3
5089;Anastasia Pavlyuchenkova;27.2087611225;3
5090;Anastasia Pavlyuchenkova;27.227926078000003;3
5091;Anastasia Pavlyuchenkova;27.227926078000003;3
5092;Anastasia Pavlyuchenkova;27.227926078000003;3
5093;Anastasia Pavlyuchenkova;26.9021218344;3
5094;Anastasia Pavlyuchenkova;26.5379876797;3
5095;Anastasia Pavlyuchenkova;26.7104722793;3
5096;Anastasia Pavlyuchenkova;27.285420944600002;3
5097;Anastasia Pavlyuchenkova;27.285420944600002;3
5098;Anastasia Pavlyuchenkova;26.9787816564;3
5099;Anastasia Pavlyuchenkova;27.112936345;3
5100;Anastasia Pavlyuchenkova;26.8008213552;3
5101;Anastasia Pavlyuchenkova;27.266255989;3
5102;Anastasia Pavlyuchenkova;26.633812457199998;3
5103;Anastasia Pavlyuchenkova;27.0937713895;3
5104;Anastasia Pavlyuchenkova;26.614647501700002;3
5105;Anastasia Pavlyuchenkova;26.8062970568;3
5106;Anastasia Pavlyuchenkova;26.9596167009;3
5107;Anastasia Pavlyuchenkova;27.2087611225;3
5108;Anastasia Pavlyuchenkova;27.227926078000003;3
5109;Anastasia Pavlyuchenkova;26.5763175907;3
5110;Anastasia Pavlyuchenkova;26.9021218344;3
5111;Anastasia Pavlyuchenkova;26.9979466119;3
5112;Anastasia Pavlyuchenkova;27.151266256;3
5113;Anastasia Pavlyuchenkova;26.5379876797;3
5114;Anastasia Pavlyuchenkova;26.672142368200003;3
5115;Anastasia Pavlyuchenkova;26.7104722793;3
5116;Anastasia Pavlyuchenkova;26.8637919233;3
5117;Anastasia Pavlyuchenkova;27.285420944600002;3
5118;Anastasia Pavlyuchenkova;27.2470910335;3
5119;Anastasia Pavlyuchenkova;26.9787816564;3
5120;Anastasia Pavlyuchenkova;26.844626967800004;3
5121;Anastasia Pavlyuchenkova;27.112936345;3
5122;Anastasia Pavlyuchenkova;26.8008213552;3
5123;Anastasia Pavlyuchenkova;28.2628336756;3
5124;Anastasia Pavlyuchenkova;28.090349076;3
5125;Anastasia Pavlyuchenkova;27.745379876799998;3
5126;Anastasia Pavlyuchenkova;27.745379876799998;3
5127;Anastasia Pavlyuchenkova;27.8028747433;3
5128;Anastasia Pavlyuchenkova;28.205338809;3
5129;Anastasia Pavlyuchenkova;28.205338809;3
5130;Anastasia Pavlyuchenkova;28.205338809;3
5131;Anastasia Pavlyuchenkova;28.205338809;3
5132;Anastasia Pavlyuchenkova;27.4962354552;3
5133;Anastasia Pavlyuchenkova;27.572895277199997;3
5134;Anastasia Pavlyuchenkova;27.572895277199997;3
5135;Anastasia Pavlyuchenkova;28.1478439425;3
5136;Anastasia Pavlyuchenkova;27.5345653662;3
5137;Anastasia Pavlyuchenkova;27.5345653662;3
5138;Anastasia Pavlyuchenkova;27.5345653662;3
5139;Anastasia Pavlyuchenkova;27.5345653662;3
5140;Anastasia Pavlyuchenkova;28.281998631100002;3
5141;Anastasia Pavlyuchenkova;28.281998631100002;3
5142;Anastasia Pavlyuchenkova;28.281998631100002;3
5143;Anastasia Pavlyuchenkova;28.281998631100002;3
5144;Anastasia Pavlyuchenkova;28.2436687201;3
5145;Anastasia Pavlyuchenkova;27.597535934299998;3
5146;Anastasia Pavlyuchenkova;27.605749486700002;3
5147;Anastasia Pavlyuchenkova;27.7973990418;3
5148;Anastasia Pavlyuchenkova;27.7973990418;3
5149;Anastasia Pavlyuchenkova;28.2628336756;3
5150;Anastasia Pavlyuchenkova;27.630390143699998;3
5151;Anastasia Pavlyuchenkova;28.090349076;3
5152;Anastasia Pavlyuchenkova;27.745379876799998;3
5153;Anastasia Pavlyuchenkova;27.515400410700003;3
5154;Anastasia Pavlyuchenkova;27.8028747433;3
5155;Anastasia Pavlyuchenkova;28.205338809;3
5156;Anastasia Pavlyuchenkova;27.4962354552;3
5157;Anastasia Pavlyuchenkova;28.2245037645;3
5158;Anastasia Pavlyuchenkova;27.572895277199997;3
5159;Anastasia Pavlyuchenkova;27.898699520900003;3
5160;Anastasia Pavlyuchenkova;27.994524298400002;3
5161;Anastasia Pavlyuchenkova;28.1478439425;3
5162;Anastasia Pavlyuchenkova;27.5345653662;3
5163;Anastasia Pavlyuchenkova;27.6687200548;3
5164;Anastasia Pavlyuchenkova;27.7070499658;3
5165;Anastasia Pavlyuchenkova;27.860369609899998;3
5166;Anastasia Pavlyuchenkova;28.281998631100002;3
5167;Anastasia Pavlyuchenkova;28.2436687201;3
5168;Anastasia Pavlyuchenkova;27.841204654299997;3
5169;Anastasia Pavlyuchenkova;28.071184120500003;3
5170;Anastasia Pavlyuchenkova;28.5311430527;3
5171;Anastasia Pavlyuchenkova;28.550308008200002;3
5172;Anastasia Pavlyuchenkova;28.550308008200002;3
5173;Anastasia Pavlyuchenkova;28.550308008200002;3
5174;Anastasia Pavlyuchenkova;28.550308008200002;3
5175;Anastasia Pavlyuchenkova;28.626967830300003;3
5176;Anastasia Pavlyuchenkova;29.2019164956;3
5177;Anastasia Pavlyuchenkova;29.2210814511;3
5178;Anastasia Pavlyuchenkova;29.240246406599997;3
5179;Anastasia Pavlyuchenkova;28.511978097199997;3
5180;Anastasia Pavlyuchenkova;28.5311430527;3
5181;Anastasia Pavlyuchenkova;28.550308008200002;3
5182;Anastasia Pavlyuchenkova;28.626967830300003;3
5183;Anastasia Pavlyuchenkova;29.106091718000002;3
5184;Anastasia Pavlyuchenkova;29.2019164956;3
5185;Anastasia Pavlyuchenkova;29.2210814511;3
5186;Anastasia Pavlyuchenkova;29.240246406599997;3
5187;Anastasia Pavlyuchenkova;29.582477755;3
5188;Anastasia Pavlyuchenkova;29.582477755;3
5189;Anastasia Pavlyuchenkova;29.661875427800002;3
5190;Anastasia Pavlyuchenkova;29.7002053388;3
5191;Anastasia Pavlyuchenkova;29.823408624200002;3
5192;Anastasia Pavlyuchenkova;29.823408624200002;3
5193;Anastasia Pavlyuchenkova;29.823408624200002;3
5194;Anastasia Pavlyuchenkova;29.823408624200002;3
5195;Anastasia Pavlyuchenkova;29.9110198494;3
5196;Anastasia Pavlyuchenkova;29.9110198494;3
5197;Anastasia Pavlyuchenkova;29.9110198494;3
5198;Anastasia Pavlyuchenkova;29.9110198494;3
5199;Anastasia Pavlyuchenkova;29.9110198494;3
5200;Anastasia Pavlyuchenkova;29.9110198494;3
5201;Anastasia Pavlyuchenkova;29.9876796715;3
5202;Anastasia Pavlyuchenkova;29.9876796715;3
5203;Anastasia Pavlyuchenkova;30.1026694045;3
5204;Anastasia Pavlyuchenkova;30.160164271;3
5205;Anastasia Pavlyuchenkova;30.160164271;3
5206;Anastasia Pavlyuchenkova;30.160164271;3
5207;Anastasia Pavlyuchenkova;30.217659137600002;3
5208;Anastasia Pavlyuchenkova;30.2614647502;3
5209;Anastasia Pavlyuchenkova;30.2943189596;3
5210;Anastasia Pavlyuchenkova;29.514031485300002;3
5211;Anastasia Pavlyuchenkova;29.582477755;3
5212;Anastasia Pavlyuchenkova;29.6043805613;3
5213;Anastasia Pavlyuchenkova;29.661875427800002;3
5214;Anastasia Pavlyuchenkova;29.6783025325;3
5215;Anastasia Pavlyuchenkova;29.7002053388;3
5216;Anastasia Pavlyuchenkova;29.823408624200002;3
5217;Anastasia Pavlyuchenkova;29.9110198494;3
5218;Anastasia Pavlyuchenkova;29.968514715900003;3
5219;Anastasia Pavlyuchenkova;29.9876796715;3
5220;Anastasia Pavlyuchenkova;30.1026694045;3
5221;Anastasia Pavlyuchenkova;30.160164271;3
5222;Anastasia Pavlyuchenkova;30.2368240931;3
5223;Anastasia Pavlyuchenkova;30.2614647502;3
5224;Anastasia Pavlyuchenkova;30.2943189596;3
5225;Coco Vandeweghe;24.6160164271;13
5226;Coco Vandeweghe;24.194387405900002;13
5227;Coco Vandeweghe;24.194387405900002;13
5228;Coco Vandeweghe;24.213552361399998;13
5229;Coco Vandeweghe;24.213552361399998;13
5230;Coco Vandeweghe;24.5201916496;13
5231;Coco Vandeweghe;24.5201916496;13
5232;Coco Vandeweghe;24.5201916496;13
5233;Coco Vandeweghe;24.462696783000002;13
5234;Coco Vandeweghe;24.5585215606;13
5235;Coco Vandeweghe;24.5585215606;13
5236;Coco Vandeweghe;24.5585215606;13
5237;Coco Vandeweghe;24.251882272399996;13
5238;Coco Vandeweghe;24.251882272399996;13
5239;Coco Vandeweghe;24.2902121834;13
5240;Coco Vandeweghe;24.2902121834;13
5241;Coco Vandeweghe;24.501026694;13
5242;Coco Vandeweghe;24.501026694;13
5243;Coco Vandeweghe;24.501026694;13
5244;Coco Vandeweghe;24.501026694;13
5245;Coco Vandeweghe;24.501026694;13
5246;Coco Vandeweghe;24.6926762491;13
5247;Coco Vandeweghe;24.361396303899998;13
5248;Coco Vandeweghe;24.6160164271;13
5249;Coco Vandeweghe;24.194387405900002;13
5250;Coco Vandeweghe;24.213552361399998;13
5251;Coco Vandeweghe;24.079397672800003;13
5252;Coco Vandeweghe;24.5201916496;13
5253;Coco Vandeweghe;24.7885010267;13
5254;Coco Vandeweghe;24.8076659822;13
5255;Coco Vandeweghe;24.462696783000002;13
5256;Coco Vandeweghe;24.5585215606;13
5257;Coco Vandeweghe;24.7310061602;13
5258;Coco Vandeweghe;24.1177275838;13
5259;Coco Vandeweghe;24.098562628299998;13
5260;Coco Vandeweghe;24.251882272399996;13
5261;Coco Vandeweghe;24.2902121834;13
5262;Coco Vandeweghe;24.424366871999997;13
5263;Coco Vandeweghe;24.8268309377;13
5264;Coco Vandeweghe;24.4052019165;13
5265;Coco Vandeweghe;24.6926762491;13
5266;Coco Vandeweghe;25.650924024600002;13
5267;Coco Vandeweghe;25.650924024600002;13
5268;Coco Vandeweghe;25.650924024600002;13
5269;Coco Vandeweghe;25.650924024600002;13
5270;Coco Vandeweghe;25.3826146475;13
5271;Coco Vandeweghe;25.535934291599997;13
5272;Coco Vandeweghe;25.535934291599997;13
5273;Coco Vandeweghe;25.9028062971;13
5274;Coco Vandeweghe;25.9028062971;13
5275;Coco Vandeweghe;25.9028062971;13
5276;Coco Vandeweghe;25.574264202600002;13
5277;Coco Vandeweghe;25.574264202600002;13
5278;Coco Vandeweghe;25.574264202600002;13
5279;Coco Vandeweghe;25.574264202600002;13
5280;Coco Vandeweghe;25.7275838467;13
5281;Coco Vandeweghe;25.7275838467;13
5282;Coco Vandeweghe;25.7275838467;13
5283;Coco Vandeweghe;25.7275838467;13
5284;Coco Vandeweghe;25.7275838467;13
5285;Coco Vandeweghe;25.1143052704;13
5286;Coco Vandeweghe;25.1143052704;13
5287;Coco Vandeweghe;25.1143052704;13
5288;Coco Vandeweghe;25.1143052704;13
5289;Coco Vandeweghe;25.1143052704;13
5290;Coco Vandeweghe;25.095140314899997;13
5291;Coco Vandeweghe;25.823408624200002;13
5292;Coco Vandeweghe;25.4209445585;13
5293;Coco Vandeweghe;25.4209445585;13
5294;Coco Vandeweghe;25.4209445585;13
5295;Coco Vandeweghe;25.3771389459;13
5296;Coco Vandeweghe;25.3771389459;13
5297;Coco Vandeweghe;25.1854893908;13
5298;Coco Vandeweghe;25.1854893908;13
5299;Coco Vandeweghe;25.9329226557;13
5300;Coco Vandeweghe;25.9329226557;13
5301;Coco Vandeweghe;25.650924024600002;13
5302;Coco Vandeweghe;25.210130047899998;13
5303;Coco Vandeweghe;25.6700889802;13
5304;Coco Vandeweghe;25.3826146475;13
5305;Coco Vandeweghe;25.535934291599997;13
5306;Coco Vandeweghe;25.9028062971;13
5307;Coco Vandeweghe;25.478439425100003;13
5308;Coco Vandeweghe;25.574264202600002;13
5309;Coco Vandeweghe;25.7275838467;13
5310;Coco Vandeweghe;25.1143052704;13
5311;Coco Vandeweghe;25.095140314899997;13
5312;Coco Vandeweghe;25.2484599589;13
5313;Coco Vandeweghe;25.28678987;13
5314;Coco Vandeweghe;25.5167693361;13
5315;Coco Vandeweghe;25.8617385352;13
5316;Coco Vandeweghe;25.823408624200002;13
5317;Coco Vandeweghe;25.4209445585;13
5318;Coco Vandeweghe;25.689253935700002;13
5319;Coco Vandeweghe;26.379192334000006;13
5320;Coco Vandeweghe;26.379192334000006;13
5321;Coco Vandeweghe;26.379192334000006;13
5322;Coco Vandeweghe;26.379192334000006;13
5323;Coco Vandeweghe;26.4750171116;13
5324;Coco Vandeweghe;26.2450376454;13
5325;Coco Vandeweghe;26.5133470226;13
5326;Coco Vandeweghe;26.5133470226;13
5327;Coco Vandeweghe;26.5133470226;13
5328;Coco Vandeweghe;26.1820670773;13
5329;Coco Vandeweghe;26.7049965777;13
5330;Coco Vandeweghe;26.379192334000006;13
5331;Coco Vandeweghe;26.5325119781;13
5332;Coco Vandeweghe;26.781656399699997;13
5333;Coco Vandeweghe;26.8008213552;13
5334;Coco Vandeweghe;26.4750171116;13
5335;Coco Vandeweghe;26.5708418891;13
5336;Coco Vandeweghe;26.7241615332;13
5337;Coco Vandeweghe;26.1108829569;13
5338;Coco Vandeweghe;26.2450376454;13
5339;Coco Vandeweghe;26.2833675565;13
5340;Coco Vandeweghe;26.436687200500003;13
5341;Coco Vandeweghe;26.5133470226;13
5342;Coco Vandeweghe;26.819986310700003;13
5343;Coco Vandeweghe;26.417522245;13
5344;Coco Vandeweghe;26.6858316222;13
5345;Coco Vandeweghe;26.373716632399997;13
5346;Coco Vandeweghe;27.6440793977;13
5347;Coco Vandeweghe;27.6440793977;13
5348;Coco Vandeweghe;27.7015742642;13
5349;Coco Vandeweghe;27.720739219699997;13
5350;Coco Vandeweghe;28.219028063000003;13
5351;Coco Vandeweghe;29.5222450376;13
5352;Coco Vandeweghe;29.5222450376;13
5353;Coco Vandeweghe;29.5222450376;13
5354;Coco Vandeweghe;29.560574948699998;13
5355;Coco Vandeweghe;29.2539356605;13
5356;Coco Vandeweghe;29.273100616;13
5357;Coco Vandeweghe;29.3497604381;13
5358;Coco Vandeweghe;29.503080082100002;13
5359;Coco Vandeweghe;29.5222450376;13
5360;Coco Vandeweghe;29.560574948699998;13
5361;Coco Vandeweghe;29.6563997262;13
5362;Coco Vandeweghe;29.733059548299998;13
5363;Coco Vandeweghe;29.8097193703;13
5364;Andrea Petkovic;29.106091718000002;8
5365;Andrea Petkovic;29.106091718000002;8
5366;Andrea Petkovic;28.7802874743;8
5367;Andrea Petkovic;28.7802874743;8
5368;Andrea Petkovic;28.4353182752;8
5369;Andrea Petkovic;28.4353182752;8
5370;Andrea Petkovic;28.8761122519;8
5371;Andrea Petkovic;28.454483230700003;8
5372;Andrea Petkovic;28.454483230700003;8
5373;Andrea Petkovic;28.454483230700003;8
5374;Andrea Petkovic;28.454483230700003;8
5375;Andrea Petkovic;28.6078028747;8
5376;Andrea Petkovic;28.7611225188;8
5377;Andrea Petkovic;28.7036276523;8
5378;Andrea Petkovic;28.7994524298;8
5379;Andrea Petkovic;28.9719370294;8
5380;Andrea Petkovic;28.3203285421;14
5381;Andrea Petkovic;28.3203285421;14
5382;Andrea Petkovic;28.9336071184;8
5383;Andrea Petkovic;28.602327173200003;8
5384;Andrea Petkovic;29.106091718000002;8
5385;Andrea Petkovic;28.7802874743;8
5386;Andrea Petkovic;28.4353182752;8
5387;Andrea Petkovic;28.569472963699997;8
5388;Andrea Petkovic;28.8761122519;8
5389;Andrea Petkovic;28.454483230700003;8
5390;Andrea Petkovic;28.6078028747;8
5391;Andrea Petkovic;28.7611225188;8
5392;Andrea Petkovic;29.029431896;8
5393;Andrea Petkovic;28.7036276523;8
5394;Andrea Petkovic;28.7994524298;8
5395;Andrea Petkovic;28.9719370294;8
5396;Andrea Petkovic;28.3586584531;14
5397;Andrea Petkovic;28.4928131417;8
5398;Andrea Petkovic;28.5311430527;8
5399;Andrea Petkovic;28.6652977413;8
5400;Andrea Petkovic;28.3203285421;14
5401;Andrea Petkovic;28.6461327858;8
5402;Andrea Petkovic;28.9336071184;8
5403;Andrea Petkovic;28.9144421629;8
5404;Andrea Petkovic;28.4106776181;8
5405;Andrea Petkovic;28.602327173200003;8
5406;Andrea Petkovic;30.1026694045;8
5407;Andrea Petkovic;29.5660506502;8
5408;Andrea Petkovic;29.3360711841;8
5409;Andrea Petkovic;29.393566050700002;8
5410;Andrea Petkovic;29.3552361396;8
5411;Andrea Petkovic;29.4702258727;8
5412;Andrea Petkovic;29.4893908282;8
5413;Andrea Petkovic;29.7577002053;8
5414;Andrea Petkovic;30.0643394935;8
5415;Andrea Petkovic;29.8918548939;8
5416;Andrea Petkovic;29.8918548939;8
5417;Andrea Petkovic;29.8918548939;8
5418;Andrea Petkovic;30.1026694045;8
5419;Andrea Petkovic;29.7002053388;8
5420;Andrea Petkovic;29.5660506502;8
5421;Andrea Petkovic;29.6427104723;8
5422;Andrea Petkovic;30.0260095825;8
5423;Andrea Petkovic;29.623545516799997;8
5424;Andrea Petkovic;29.3360711841;8
5425;Andrea Petkovic;30.045174538;8
5426;Andrea Petkovic;29.393566050700002;8
5427;Andrea Petkovic;29.7193702943;8
5428;Andrea Petkovic;29.8151950719;8
5429;Andrea Petkovic;29.968514715900003;8
5430;Andrea Petkovic;29.3552361396;8
5431;Andrea Petkovic;29.4702258727;8
5432;Andrea Petkovic;29.4893908282;8
5433;Andrea Petkovic;29.5277207392;8
5434;Andrea Petkovic;29.6810403833;8
5435;Andrea Petkovic;29.7577002053;8
5436;Andrea Petkovic;30.0643394935;8
5437;Andrea Petkovic;29.661875427800002;8
5438;Andrea Petkovic;29.8918548939;8
5439;Andrea Petkovic;29.426420260100002;8
5440;Andrea Petkovic;29.426420260100002;8
5441;Andrea Petkovic;31.099247091;8
5442;Andrea Petkovic;31.099247091;8
5443;Andrea Petkovic;31.080082135500003;8
5444;Andrea Petkovic;31.080082135500003;8
5445;Andrea Petkovic;31.080082135500003;8
5446;Andrea Petkovic;31.022587269000002;8
5447;Andrea Petkovic;31.022587269000002;8
5448;Andrea Petkovic;31.022587269000002;8
5449;Andrea Petkovic;30.7159479808;8
5450;Andrea Petkovic;30.7159479808;8
5451;Andrea Petkovic;30.8117727584;8
5452;Andrea Petkovic;30.351813826100006;8
5453;Andrea Petkovic;30.524298425700003;8
5454;Andrea Petkovic;30.8884325804;8
5455;Andrea Petkovic;30.8884325804;8
5456;Andrea Petkovic;30.8884325804;8
5457;Andrea Petkovic;31.099247091;8
5458;Andrea Petkovic;31.080082135500003;8
5459;Andrea Petkovic;30.5626283368;8
5460;Andrea Petkovic;31.022587269000002;8
5461;Andrea Petkovic;30.696783025300004;8
5462;Andrea Petkovic;30.6392881588;8
5463;Andrea Petkovic;30.3901437372;8
5464;Andrea Petkovic;30.7159479808;8
5465;Andrea Petkovic;30.8117727584;8
5466;Andrea Petkovic;30.9650924025;8
5467;Andrea Petkovic;30.351813826100006;8
5468;Andrea Petkovic;30.524298425700003;8
5469;Andrea Petkovic;31.06091718;8
5470;Andrea Petkovic;30.8884325804;8
5471;Andrea Petkovic;32.0958247775;8
5472;Andrea Petkovic;32.076659821999996;8
5473;Andrea Petkovic;32.076659821999996;8
5474;Andrea Petkovic;32.076659821999996;8
5475;Andrea Petkovic;31.5592060233;8
5476;Andrea Petkovic;32.0191649555;8
5477;Andrea Petkovic;31.6167008898;8
5478;Andrea Petkovic;31.693360711799997;8
5479;Andrea Petkovic;31.4442162902;8
5480;Andrea Petkovic;31.9425051335;8
5481;Andrea Petkovic;31.712525667399998;8
5482;Andrea Petkovic;31.712525667399998;8
5483;Andrea Petkovic;31.961670089000002;8
5484;Andrea Petkovic;31.961670089000002;8
5485;Andrea Petkovic;32.0574948665;8
5486;Andrea Petkovic;31.7891854894;8
5487;Andrea Petkovic;31.608487337399996;8
5488;Andrea Petkovic;32.0958247775;8
5489;Andrea Petkovic;32.076659821999996;8
5490;Andrea Petkovic;31.8850102669;8
5491;Andrea Petkovic;31.5592060233;8
5492;Andrea Petkovic;32.0191649555;8
5493;Andrea Petkovic;31.6167008898;8
5494;Andrea Petkovic;31.693360711799997;8
5495;Andrea Petkovic;31.635865845300003;8
5496;Andrea Petkovic;31.7700205339;8
5497;Andrea Petkovic;31.4442162902;8
5498;Andrea Petkovic;31.9425051335;8
5499;Andrea Petkovic;31.712525667399998;8
5500;Andrea Petkovic;31.808350444899997;8
5501;Andrea Petkovic;31.961670089000002;8
5502;Andrea Petkovic;31.3483915127;8
5503;Andrea Petkovic;31.482546201199998;8
5504;Andrea Petkovic;31.5208761123;8
5505;Andrea Petkovic;32.0574948665;8
5506;Andrea Petkovic;31.7891854894;8
5507;Andrea Petkovic;31.4195756331;8
5508;Andrea Petkovic;33.054072553000005;8
5509;Andrea Petkovic;33.396303901399996;8
5510;Andrea Petkovic;33.5331964408;8
5511;Andrea Petkovic;33.7823408624;8
5512;Andrea Petkovic;33.8015058179;8
5513;Andrea Petkovic;33.8206707734;8
5514;Andrea Petkovic;33.8206707734;8
5515;Andrea Petkovic;33.8206707734;8
5516;Andrea Petkovic;33.8206707734;8
5517;Andrea Petkovic;33.8973305955;8
5518;Andrea Petkovic;33.8973305955;8
5519;Andrea Petkovic;33.8973305955;8
5520;Andrea Petkovic;33.8973305955;8
5521;Andrea Petkovic;33.8973305955;8
5522;Andrea Petkovic;33.9739904175;8
5523;Andrea Petkovic;34.0506502396;8
5524;Andrea Petkovic;34.108145106100004;8
5525;Andrea Petkovic;33.396303901399996;8
5526;Andrea Petkovic;33.4182067077;8
5527;Andrea Petkovic;33.5331964408;8
5528;Andrea Petkovic;33.6098562628;8
5529;Andrea Petkovic;33.6865160849;8
5530;Andrea Petkovic;33.724845995900004;8
5531;Andrea Petkovic;33.7631759069;8
5532;Andrea Petkovic;33.7823408624;8
5533;Andrea Petkovic;33.8015058179;8
5534;Andrea Petkovic;33.8206707734;8
5535;Andrea Petkovic;33.9739904175;8
5536;Andrea Petkovic;34.0506502396;8
5537;Andrea Petkovic;34.075290896599995;8
5538;Andrea Petkovic;34.108145106100004;8
5539;Andrea Petkovic;34.1273100616;8
5540;Shuai Zhang;27.6413415469;3
5541;Shuai Zhang;27.6413415469;3
5542;Shuai Zhang;27.6413415469;3
5543;Shuai Zhang;27.2005475702;3
5544;Shuai Zhang;27.660506502399997;3
5545;Shuai Zhang;27.660506502399997;3
5546;Shuai Zhang;27.660506502399997;3
5547;Shuai Zhang;26.9514031485;3
5548;Shuai Zhang;27.6796714579;3
5549;Shuai Zhang;27.7754962355;3
5550;Shuai Zhang;27.3347022587;3
5551;Shuai Zhang;27.603011635900003;3
5552;Shuai Zhang;27.603011635900003;3
5553;Shuai Zhang;26.989733059499997;3
5554;Shuai Zhang;26.989733059499997;3
5555;Shuai Zhang;26.989733059499997;3
5556;Shuai Zhang;26.989733059499997;3
5557;Shuai Zhang;27.1238877481;3
5558;Shuai Zhang;27.1238877481;3
5559;Shuai Zhang;27.162217659099998;3
5560;Shuai Zhang;27.698836413400002;3
5561;Shuai Zhang;27.698836413400002;3
5562;Shuai Zhang;27.698836413400002;3
5563;Shuai Zhang;27.488021902800003;3
5564;Shuai Zhang;27.545516769299997;3
5565;Shuai Zhang;27.6413415469;3
5566;Shuai Zhang;27.4113620808;3
5567;Shuai Zhang;27.2005475702;3
5568;Shuai Zhang;27.5071868583;3
5569;Shuai Zhang;27.660506502399997;3
5570;Shuai Zhang;26.9514031485;3
5571;Shuai Zhang;27.6796714579;3
5572;Shuai Zhang;27.718001368899998;3
5573;Shuai Zhang;27.7754962355;3
