;full_name;Tm;minutes;cluster_c;cluster_def;age;FGA_moy;TOV_moy;PF_moy;Prod_mean_opp;POS;GS;code
19;Anthony Davis;lal;34.388888888888886;0.0;4.0;28.0;17.77777777777778;1.9444444444444444;2.2777777777777777;0.6278730740996195;PF;1;PFlal1
20;Anthony Edwards;min;34.42307692307692;3.0;4.0;20.0;17.884615384615383;2.923076923076923;2.3076923076923075;0.32685300796015676;SF;1;SFmin1
21;Anthony Edwards;min;34.42307692307692;3.0;4.0;20.0;17.884615384615383;2.923076923076923;2.3076923076923075;0.32685300796015676;SF;1;SFmin1
22;Anthony Gill;wsh;5.875;3.0;2.0;29.0;1.25;0.125;1.125;0.7036706349206349;PF;0;PFwsh0
23;Anthony Lamb;;3.0;;;23.0;1.0;0.0;0.0;-0.16666666666666666;;0;nannan0
24;Armoni Brooks;hou;17.5;0.0;1.0;23.0;6.625;0.46875;1.625;0.04004898710974957;SG;0;SGhou0
25;Austin Reaves;lal;19.428571428571427;0.0;1.0;23.0;4.142857142857143;0.47619047619047616;1.7142857142857142;0.15585500882559705;SG;0;SGlal0
26;Austin Rivers;den;19.6;2.0;1.0;29.0;5.56;0.76;1.48;-0.008642400289654815;SG;0;SGden0
27;Avery Bradley;lal;22.571428571428573;0.0;3.0;30.535714285714285;5.607142857142857;0.4642857142857143;1.75;0.13884037861049106;PG;0;PGlal0
28;Ayo Dosunmu;chi;18.620689655172413;3.0;1.0;21.03448275862069;5.0344827586206895;0.9310344827586207;1.6896551724137931;0.2242108030805125;SG;0;SGchi0
29;Bam Adebayo;mia;33.1875;2.0;1.0;24.0;13.3125;3.0;3.3125;0.5914793249552759;C;1;Cmia1
30;Ben McLemore;por;16.08695652173913;3.0;2.0;28.0;6.695652173913044;0.6521739130434783;1.391304347826087;0.011488779419813909;SG;0;SGpor0
31;Blake Griffin;bkn;18.181818181818183;0.0;4.0;32.0;5.863636363636363;0.5;1.8181818181818181;0.22828705373105362;PF;0;PFbkn0
32;Boban Marjanovic;dal;5.75;2.0;2.0;33.0;3.5833333333333335;0.4166666666666667;1.0833333333333333;0.37759259259259265;C;0;Cdal0
33;Bobby Portis;mil;28.03846153846154;3.0;1.0;26.0;12.423076923076923;1.6538461538461537;2.6923076923076925;0.4733833760557561;C;0;Cmil0
34;Bogdan Bogdanovic;atl;28.5;0.0;3.0;29.0;10.909090909090908;1.0454545454545454;1.8636363636363635;0.1920665527407549;SG;0;SGatl0
35;Bogdan Bogdanovic;atl;28.5;0.0;3.0;29.0;10.909090909090908;1.0454545454545454;1.8636363636363635;0.1920665527407549;SG;0;SGatl0
36;Bojan Bogdanovic;utah;28.476190476190474;2.0;3.0;29.0;11.19047619047619;1.0;2.0952380952380953;0.19206655274075488;SF;0;SFutah0
37;Bojan Bogdanovic;utah;28.476190476190474;2.0;3.0;29.0;11.19047619047619;1.0;2.0952380952380953;0.19206655274075488;SF;0;SFutah0
38;Bol Bol;bos;6.1;3.0;2.0;21.6;2.1;0.1;0.4;0.45542671614100183;C;0;Cbos0
39;Bradley Beal;wsh;35.30769230769231;3.0;;28.0;19.807692307692307;3.5384615384615383;2.230769230769231;0.411733578718767;SG;1;SGwsh1
40;Brandon Boston;lac;17.61904761904762;3.0;4.0;19.80952380952381;7.9523809523809526;0.9523809523809523;0.9523809523809523;0.06142347744262538;SG;0;SGlac0
41;Brandon Clarke;mem;17.875;2.0;2.0;25.0;6.625;0.4583333333333333;1.5;0.6531297415266176;PF;0;PFmem0
42;Brandon Goodwin;cle;13.666666666666666;3.0;4.0;26.0;4.0;0.6666666666666666;1.6666666666666667;0.3860052692405634;G;0;Gcle0
43;Brandon Ingram;no;34.22222222222222;2.0;4.0;24.0;18.666666666666668;2.6666666666666665;2.111111111111111;0.4464452589736182;SF;1;SFno1
44;Brodric Thomas;bos;1.0;3.0;2.0;24.0;0.0;0.0;0.0;-0.3782051282051282;G;0;Gbos0
45;Bruce Brown;bkn;21.428571428571427;0.0;1.0;25.0;6.214285714285714;0.7142857142857143;2.5357142857142856;0.2963780682711004;SF;0;SFbkn0
46;Bruno Fernando;bos;2.0;3.0;2.0;23.0;1.0;0.0;1.0;0.22893772893772896;F;0;Fbos0
47;Bryn Forbes;den;15.6;2.0;1.0;28.0;7.333333333333333;0.6666666666666666;0.9333333333333333;0.0962210039581201;SG;0;SGden0
48;Buddy Hield;sac;29.13157894736842;0.0;1.0;28.36842105263158;13.763157894736842;1.4473684210526316;2.1578947368421053;0.16888991595676114;SG;0;SGsac0
