;win;ace;age;tourney_id;nb_set;ht;name;surface;tourney_level;classe;minutes;cluster;advers
17282;1.0;4.0;21.943874058899997;2019-0718;3.0;175.0;Belinda Bencic;Hard;P;False;118.0;7.0;Elina Svitolina
17283;1.0;4.0;21.943874058899997;2019-0718;3.0;175.0;Belinda Bencic;Hard;P;False;118.0;7.0;Elina Svitolina
17373;1.0;2.0;24.1368925394;2021-1038;2.0;175.0;Belinda Bencic;Clay;P;True;79.0;13.0;Kristina Mladenovic
17374;1.0;2.0;24.1368925394;2021-1038;2.0;175.0;Belinda Bencic;Clay;P;True;79.0;13.0;Kristina Mladenovic
17387;1.0;2.0;24.511978097199997;2021-300;2.0;175.0;Belinda Bencic;Hard;I;True;60.0;0.0;Zarina Diyas
17388;1.0;2.0;24.511978097199997;2021-300;2.0;175.0;Belinda Bencic;Hard;I;True;60.0;0.0;Zarina Diyas
17648;1.0;7.0;23.8767967146;2019-1080;2.0;172.0;Maria Sakkari;Grass;I;True;83.0;0.0;Heather Watson
17701;1.0;8.0;25.0841889117;2020-M024;2.0;172.0;Maria Sakkari;Hard;P;True;103.0;11.0;Yulia Putintseva
17702;1.0;8.0;25.0841889117;2020-M024;2.0;172.0;Maria Sakkari;Hard;P;True;103.0;11.0;Yulia Putintseva
17769;0.0;2.0;26.234086242300002;2021-730;1.0;172.0;Maria Sakkari;Hard;P;True;22.0;7.0;Ekaterina Alexandrova
17770;0.0;2.0;26.234086242300002;2021-730;1.0;172.0;Maria Sakkari;Hard;P;True;22.0;7.0;Ekaterina Alexandrova
17771;0.0;2.0;26.234086242300002;2021-730;1.0;172.0;Maria Sakkari;Hard;P;True;22.0;7.0;Ekaterina Alexandrova
17820;0.0;1.0;23.7891854894;2021-1038;3.0;170.0;Jil Belen Teichmann;Clay;P;False;121.0;12.0;Paula Badosa
17821;0.0;1.0;23.7891854894;2021-1038;3.0;170.0;Jil Belen Teichmann;Clay;P;False;121.0;12.0;Paula Badosa
17829;0.0;1.0;24.125941136199998;2021-560;2.0;170.0;Jil Belen Teichmann;Hard;G;False;70.0;7.0;Anett Kontaveit
18006;1.0;1.0;21.1526351814;2018-540;2.0;170.0;Darya Kasatkina;Grass;G;True;73.0;11.0;Ashleigh Barty
18007;1.0;1.0;21.1526351814;2018-540;2.0;170.0;Darya Kasatkina;Grass;G;True;73.0;11.0;Ashleigh Barty
18008;1.0;1.0;21.1526351814;2018-540;2.0;170.0;Darya Kasatkina;Grass;G;True;73.0;11.0;Ashleigh Barty
18009;1.0;1.0;21.1526351814;2018-540;2.0;170.0;Darya Kasatkina;Grass;G;True;73.0;11.0;Ashleigh Barty
18010;1.0;1.0;21.1526351814;2018-540;2.0;170.0;Darya Kasatkina;Grass;G;True;73.0;11.0;Ashleigh Barty
18323;1.0;3.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;83.0;11.0;Yulia Putintseva
18324;1.0;3.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;83.0;11.0;Yulia Putintseva
18325;1.0;3.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;83.0;11.0;Yulia Putintseva
18326;1.0;3.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;83.0;11.0;Yulia Putintseva
18327;1.0;3.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;83.0;11.0;Yulia Putintseva
18340;0.0;0.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;43.0;12.0;Paula Badosa
18341;0.0;0.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;43.0;12.0;Paula Badosa
18342;0.0;0.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;43.0;12.0;Paula Badosa
18343;0.0;0.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;43.0;12.0;Paula Badosa
18344;0.0;0.0;23.3867214237;2021-2035;2.0;174.0;Ana Konjuh;Clay;W;False;43.0;12.0;Paula Badosa
18598;1.0;1.0;24.0355920602;2021-710;2.0;177.0;Jelena Ostapenko;Grass;W;False;65.0;7.0;Anett Kontaveit
18599;1.0;1.0;24.0355920602;2021-710;2.0;177.0;Jelena Ostapenko;Grass;W;False;65.0;7.0;Anett Kontaveit
18602;1.0;4.0;24.0355920602;2021-710;3.0;177.0;Jelena Ostapenko;Grass;W;False;104.0;11.0;Ons Jabeur
18603;1.0;4.0;24.0355920602;2021-710;3.0;177.0;Jelena Ostapenko;Grass;W;False;104.0;11.0;Ons Jabeur
18619;0.0;3.0;23.6495550992;2021-2029;3.0;177.0;Jelena Ostapenko;Hard;P;True;132.0;7.0;Elina Svitolina
18620;0.0;3.0;23.6495550992;2021-2029;3.0;177.0;Jelena Ostapenko;Hard;P;True;132.0;7.0;Elina Svitolina
18928;0.0;0.0;23.2936344969;2021-2029;0.0;180.0;Naomi Osaka;Hard;P;True;0.0;12.0;Elise Mertens
18929;0.0;0.0;23.2936344969;2021-2029;0.0;180.0;Naomi Osaka;Hard;P;True;0.0;12.0;Elise Mertens
19023;1.0;4.0;23.780971936999997;2021-2032;2.0;175.0;Veronika Kudermetova;Hard;P;False;79.0;0.0;Heather Watson
19024;1.0;4.0;23.780971936999997;2021-2032;2.0;175.0;Veronika Kudermetova;Hard;P;False;79.0;0.0;Heather Watson
19025;1.0;4.0;23.780971936999997;2021-2032;2.0;175.0;Veronika Kudermetova;Hard;P;False;79.0;0.0;Heather Watson
19026;1.0;4.0;23.780971936999997;2021-2032;2.0;175.0;Veronika Kudermetova;Hard;P;False;79.0;0.0;Heather Watson
19027;1.0;4.0;23.780971936999997;2021-2032;2.0;175.0;Veronika Kudermetova;Hard;P;False;79.0;0.0;Heather Watson
19088;0.0;1.0;23.808350444899997;2021-609;2.0;171.0;Magdalena Frech;Hard;P;False;80.0;13.0;Karolina Pliskova
19089;0.0;1.0;23.808350444899997;2021-609;2.0;171.0;Magdalena Frech;Hard;P;False;80.0;13.0;Karolina Pliskova
19090;0.0;1.0;23.808350444899997;2021-609;2.0;171.0;Magdalena Frech;Hard;P;False;80.0;13.0;Karolina Pliskova
19137;0.0;6.0;22.3600273785;2019-0466;3.0;170.0;Fiona Ferro;Clay;I;False;157.0;2.0;Ludmilla Samsonova
19138;0.0;6.0;22.3600273785;2019-0466;3.0;170.0;Fiona Ferro;Clay;I;False;157.0;2.0;Ludmilla Samsonova
19139;0.0;6.0;22.3600273785;2019-0466;3.0;170.0;Fiona Ferro;Clay;I;False;157.0;2.0;Ludmilla Samsonova
19188;0.0;0.0;24.219028063000003;2021-520;3.0;170.0;Fiona Ferro;Clay;G;False;132.0;12.0;Jennifer Brady
19274;1.0;2.0;23.5017111567;2021-2035;2.0;180.0;Paula Badosa;Clay;W;True;43.0;7.0;Ana Konjuh
19290;1.0;4.0;23.7891854894;2021-560;2.0;180.0;Paula Badosa;Hard;G;True;80.0;7.0;Alison Van Uytvanck
19381;0.0;2.0;23.0527036277;2021-806;2.0;180.0;Marie Bouzkova;Hard;P;False;91.0;7.0;Maria Sakkari
19382;0.0;2.0;23.0527036277;2021-806;2.0;180.0;Marie Bouzkova;Hard;P;False;91.0;7.0;Maria Sakkari
19888;0.0;3.0;23.4551676934;2021-730;2.0;182.0;Aryna Sabalenka;Hard;P;True;73.0;7.0;Ekaterina Alexandrova
19889;0.0;3.0;23.4551676934;2021-730;2.0;182.0;Aryna Sabalenka;Hard;P;True;73.0;7.0;Ekaterina Alexandrova
20219;0.0;1.0;20.5722108145;2018-1105;3.0;168.0;Tamara Zidansek;Clay;I;False;116.0;19.0;Anastasia Potapova
20230;1.0;0.0;21.3963039014;2019-1068;2.0;168.0;Tamara Zidansek;Clay;I;False;83.0;19.0;Katerina Siniakova
20273;0.0;0.0;22.6228610541;2020-1082;3.0;168.0;Tamara Zidansek;Clay;I;False;172.0;12.0;Eugenie Bouchard
20290;1.0;0.0;23.427789185500004;2021-520;3.0;168.0;Tamara Zidansek;Clay;G;False;117.0;7.0;Katerina Siniakova
20343;0.0;3.0;21.1882272416;2021-703;3.0;170.0;Claire Liu;Hard;W;False;95.0;2.0;Elena Rybakina
20407;0.0;2.0;21.916495551;2018-540;2.0;180.0;Katie Boulter;Grass;G;False;78.0;2.0;Naomi Osaka
20408;0.0;2.0;21.916495551;2018-540;2.0;180.0;Katie Boulter;Grass;G;False;78.0;2.0;Naomi Osaka
20409;0.0;2.0;21.916495551;2018-540;2.0;180.0;Katie Boulter;Grass;G;False;78.0;2.0;Naomi Osaka
20410;0.0;2.0;21.916495551;2018-540;2.0;180.0;Katie Boulter;Grass;G;False;78.0;2.0;Naomi Osaka
20424;0.0;6.0;22.7159479808;2019-W-FC-2019-WG2-PO-GBR-KAZ-01;3.0;180.0;Katie Boulter;Hard;D;False;151.0;11.0;Yulia Putintseva
