;tourney_id;win;ace;age;ht;name;surface;tourney_level;classe;minutes;cluster;advers;count
3394;2014-1536;0.0;0.0;28.629705681;196.0;Tomas Berdych;Clay;M;True;88.0;10.0;Rafael Nadal;48
3395;2014-1536;0.0;0.0;28.629705681;196.0;Tomas Berdych;Clay;M;True;88.0;10.0;Rafael Nadal;48
3396;2014-1536;0.0;0.0;28.629705681;196.0;Tomas Berdych;Clay;M;True;88.0;10.0;Rafael Nadal;48
3397;2015-580;1.0;11.0;29.3388090349;196.0;Tomas Berdych;Hard;G;True;133.0;10.0;Rafael Nadal;48
3398;2015-1536;0.0;8.0;29.626283367600003;196.0;Tomas Berdych;Clay;M;True;104.0;10.0;Rafael Nadal;48
3514;2009-540;1.0;13.0;23.7618069815;196.0;Tomas Berdych;Grass;G;True;108.0;9.0;Nikolay Davydenko;15
3515;2007-422;0.0;2.0;21.9028062971;196.0;Tomas Berdych;Hard;M;True;70.0;9.0;Nikolay Davydenko;15
3516;2007-422;0.0;2.0;21.9028062971;196.0;Tomas Berdych;Hard;M;True;70.0;9.0;Nikolay Davydenko;15
3519;2005-421;0.0;2.0;19.8904859685;196.0;Tomas Berdych;Hard;M;False;128.0;9.0;Nikolay Davydenko;15
3522;2008-352;0.0;0.0;23.110198494200002;196.0;Tomas Berdych;Hard;M;False;64.0;9.0;Nikolay Davydenko;15
3523;2008-352;0.0;0.0;23.110198494200002;196.0;Tomas Berdych;Hard;M;False;64.0;9.0;Nikolay Davydenko;15
3524;2008-352;0.0;0.0;23.110198494200002;196.0;Tomas Berdych;Hard;M;False;64.0;9.0;Nikolay Davydenko;15
3525;2008-352;0.0;0.0;23.110198494200002;196.0;Tomas Berdych;Hard;M;False;64.0;9.0;Nikolay Davydenko;15
3526;2010-352;0.0;10.0;25.1416837782;196.0;Tomas Berdych;Hard;M;True;136.0;0.0;Nikolay Davydenko;15
3528;2013-425;1.0;9.0;27.5947980835;196.0;Tomas Berdych;Clay;A;True;150.0;0.0;Nikolay Davydenko;15
3565;2007-560;1.0;10.0;21.941136208099998;196.0;Tomas Berdych;Hard;G;True;137.0;4.0;Fernando Verdasco;26
3566;2007-560;1.0;10.0;21.941136208099998;196.0;Tomas Berdych;Hard;G;True;137.0;4.0;Fernando Verdasco;26
3567;2007-560;1.0;10.0;21.941136208099998;196.0;Tomas Berdych;Hard;G;True;137.0;4.0;Fernando Verdasco;26
3568;2007-560;1.0;10.0;21.941136208099998;196.0;Tomas Berdych;Hard;G;True;137.0;4.0;Fernando Verdasco;26
3570;2008-540;0.0;4.0;22.765229295;196.0;Tomas Berdych;Grass;G;True;100.0;4.0;Fernando Verdasco;26
3571;2008-540;0.0;4.0;22.765229295;196.0;Tomas Berdych;Grass;G;True;100.0;4.0;Fernando Verdasco;26
3573;2010-404;1.0;5.0;24.4709103354;196.0;Tomas Berdych;Hard;M;True;59.0;4.0;Fernando Verdasco;26
3574;2010-404;1.0;5.0;24.4709103354;196.0;Tomas Berdych;Hard;M;True;59.0;4.0;Fernando Verdasco;26
3575;2010-404;1.0;5.0;24.4709103354;196.0;Tomas Berdych;Hard;M;True;59.0;4.0;Fernando Verdasco;26
3577;2010-410;0.0;2.0;24.5667351129;196.0;Tomas Berdych;Clay;M;True;153.0;4.0;Fernando Verdasco;26
3578;2010-410;0.0;2.0;24.5667351129;196.0;Tomas Berdych;Clay;M;True;153.0;4.0;Fernando Verdasco;26
3582;2019-0451;1.0;3.0;33.28678987;196.0;Tomas Berdych;Hard;A;False;133.0;6.0;Fernando Verdasco;26
3583;2019-0451;1.0;3.0;33.28678987;196.0;Tomas Berdych;Hard;A;False;133.0;6.0;Fernando Verdasco;26
3584;2019-0451;1.0;3.0;33.28678987;196.0;Tomas Berdych;Hard;A;False;133.0;6.0;Fernando Verdasco;26
3585;2019-0451;1.0;3.0;33.28678987;196.0;Tomas Berdych;Hard;A;False;133.0;6.0;Fernando Verdasco;26
3586;2019-0451;1.0;3.0;33.28678987;196.0;Tomas Berdych;Hard;A;False;133.0;6.0;Fernando Verdasco;26
3587;2010-520;0.0;21.0;24.681724845999998;196.0;Tomas Berdych;Clay;G;True;207.0;11.0;Robin Soderling;15
3588;2010-520;0.0;21.0;24.681724845999998;196.0;Tomas Berdych;Clay;G;True;207.0;11.0;Robin Soderling;15
3590;2005-407;1.0;11.0;19.4113620808;196.0;Tomas Berdych;Hard;A;False;69.0;11.0;Robin Soderling;15
3593;2008-500;0.0;8.0;22.726899384;196.0;Tomas Berdych;Grass;A;True;64.0;11.0;Robin Soderling;15
3594;2008-500;0.0;8.0;22.726899384;196.0;Tomas Berdych;Grass;A;True;64.0;11.0;Robin Soderling;15
3595;2008-615;0.0;7.0;22.6694045175;196.0;Tomas Berdych;Clay;A;False;145.0;11.0;Robin Soderling;15
3596;2008-615;0.0;7.0;22.6694045175;196.0;Tomas Berdych;Clay;A;False;145.0;11.0;Robin Soderling;15
3597;2008-615;0.0;7.0;22.6694045175;196.0;Tomas Berdych;Clay;A;False;145.0;11.0;Robin Soderling;15
3598;2008-615;0.0;7.0;22.6694045175;196.0;Tomas Berdych;Clay;A;False;145.0;11.0;Robin Soderling;15
3599;2009-6003;0.0;2.0;24.0301163587;196.0;Tomas Berdych;Hard;A;True;64.0;11.0;Robin Soderling;15
3600;2010-403;1.0;7.0;24.509240246399997;196.0;Tomas Berdych;Hard;M;True;69.0;11.0;Robin Soderling;15
3613;2008-96;1.0;14.0;22.8993839836;196.0;Tomas Berdych;Hard;A;True;98.0;4.0;Andreas Seppi;16
3614;2008-96;1.0;14.0;22.8993839836;196.0;Tomas Berdych;Hard;A;True;98.0;4.0;Andreas Seppi;16
3617;2008-422;0.0;19.0;22.8610540726;196.0;Tomas Berdych;Hard;M;False;141.0;4.0;Andreas Seppi;16
3618;2012-407;1.0;5.0;26.4065708419;196.0;Tomas Berdych;Hard;A;True;68.0;14.0;Andreas Seppi;16
3619;2012-407;1.0;5.0;26.4065708419;196.0;Tomas Berdych;Hard;A;True;68.0;14.0;Andreas Seppi;16
3620;2012-407;1.0;5.0;26.4065708419;196.0;Tomas Berdych;Hard;A;True;68.0;14.0;Andreas Seppi;16
3621;2012-407;1.0;5.0;26.4065708419;196.0;Tomas Berdych;Hard;A;True;68.0;14.0;Andreas Seppi;16
3622;2012-407;1.0;5.0;26.4065708419;196.0;Tomas Berdych;Hard;A;True;68.0;14.0;Andreas Seppi;16
3627;2015-407;1.0;10.0;29.3963039014;196.0;Tomas Berdych;Hard;A;True;88.0;14.0;Andreas Seppi;16
3655;2008-329;1.0;5.0;23.0335386721;196.0;Tomas Berdych;Hard;A;True;61.0;2.0;Fernando Gonzalez;12
3656;2008-329;1.0;5.0;23.0335386721;196.0;Tomas Berdych;Hard;A;True;61.0;2.0;Fernando Gonzalez;12
3659;2009-560;0.0;4.0;23.953456536599997;196.0;Tomas Berdych;Hard;G;True;132.0;12.0;Fernando Gonzalez;12
3660;2009-560;0.0;4.0;23.953456536599997;196.0;Tomas Berdych;Hard;G;True;132.0;12.0;Fernando Gonzalez;12
3661;2009-560;0.0;4.0;23.953456536599997;196.0;Tomas Berdych;Hard;G;True;132.0;12.0;Fernando Gonzalez;12
3662;2009-560;0.0;4.0;23.953456536599997;196.0;Tomas Berdych;Hard;G;True;132.0;12.0;Fernando Gonzalez;12
3663;2009-560;0.0;4.0;23.953456536599997;196.0;Tomas Berdych;Hard;G;True;132.0;12.0;Fernando Gonzalez;12
3731;2009-418;1.0;8.0;23.8767967146;196.0;Tomas Berdych;Hard;A;True;95.0;11.0;Ernests Gulbis;10
3732;2009-418;1.0;8.0;23.8767967146;196.0;Tomas Berdych;Hard;A;True;95.0;11.0;Ernests Gulbis;10
3733;2009-418;1.0;8.0;23.8767967146;196.0;Tomas Berdych;Hard;A;True;95.0;11.0;Ernests Gulbis;10
3737;2013-496;1.0;8.0;27.4223134839;196.0;Tomas Berdych;Hard;A;True;132.0;1.0;Ernests Gulbis;10
3738;2013-496;1.0;8.0;27.4223134839;196.0;Tomas Berdych;Hard;A;True;132.0;1.0;Ernests Gulbis;10
3828;2001-605;1.0;4.0;20.714579055399998;180.0;Lleyton Hewitt;Hard;F;False;90.0;2.0;Juan Carlos Ferrero;10
3829;2001-520;0.0;2.0;20.2546201232;180.0;Lleyton Hewitt;Clay;G;True;129.0;2.0;Juan Carlos Ferrero;10
3830;2001-520;0.0;2.0;20.2546201232;180.0;Lleyton Hewitt;Clay;G;True;129.0;2.0;Juan Carlos Ferrero;10
3831;2002-605;1.0;12.0;21.711156741999996;180.0;Lleyton Hewitt;Hard;F;False;231.0;2.0;Juan Carlos Ferrero;10
3832;2002-605;1.0;12.0;21.711156741999996;180.0;Lleyton Hewitt;Hard;F;False;231.0;2.0;Juan Carlos Ferrero;10
3835;2007-421;1.0;6.0;26.4449007529;180.0;Lleyton Hewitt;Hard;M;False;108.0;12.0;Juan Carlos Ferrero;10
3857;2003-414;0.0;0.0;22.2094455852;180.0;Lleyton Hewitt;Clay;M;True;96.0;2.0;Fernando Gonzalez;17
3858;2003-414;0.0;0.0;22.2094455852;180.0;Lleyton Hewitt;Clay;M;True;96.0;2.0;Fernando Gonzalez;17
3859;2004-407;1.0;7.0;22.9760438056;180.0;Lleyton Hewitt;Hard;A;True;55.0;2.0;Fernando Gonzalez;17
3860;2004-407;1.0;7.0;22.9760438056;180.0;Lleyton Hewitt;Hard;A;True;55.0;2.0;Fernando Gonzalez;17
3861;2004-407;1.0;7.0;22.9760438056;180.0;Lleyton Hewitt;Hard;A;True;55.0;2.0;Fernando Gonzalez;17
3862;2004-615;0.0;4.0;23.225188227199997;180.0;Lleyton Hewitt;Clay;A;False;88.0;2.0;Fernando Gonzalez;17
3863;2004-615;0.0;4.0;23.225188227199997;180.0;Lleyton Hewitt;Clay;A;False;88.0;2.0;Fernando Gonzalez;17
3865;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3866;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3867;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3868;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3869;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3870;2009-404;0.0;3.0;28.0355920602;180.0;Lleyton Hewitt;Hard;M;False;121.0;10.0;Fernando Gonzalez;17
3871;2009-580;0.0;9.0;27.901437371700002;180.0;Lleyton Hewitt;Hard;G;False;184.0;10.0;Fernando Gonzalez;17
3872;2009-580;0.0;9.0;27.901437371700002;180.0;Lleyton Hewitt;Hard;G;False;184.0;10.0;Fernando Gonzalez;17
3874;2006-338;0.0;5.0;24.8733744011;180.0;Lleyton Hewitt;Hard;A;True;137.0;14.0;Andreas Seppi;11
3875;2006-338;0.0;5.0;24.8733744011;180.0;Lleyton Hewitt;Hard;A;True;137.0;14.0;Andreas Seppi;11
3876;2008-407;0.0;7.0;26.981519507199998;180.0;Lleyton Hewitt;Hard;A;False;173.0;14.0;Andreas Seppi;11
3877;2008-407;0.0;7.0;26.981519507199998;180.0;Lleyton Hewitt;Hard;A;False;173.0;14.0;Andreas Seppi;11
3878;2010-338;1.0;3.0;28.8788501027;180.0;Lleyton Hewitt;Hard;A;True;56.0;14.0;Andreas Seppi;11
3879;2010-338;1.0;3.0;28.8788501027;180.0;Lleyton Hewitt;Hard;A;True;56.0;14.0;Andreas Seppi;11
3880;2010-338;1.0;3.0;28.8788501027;180.0;Lleyton Hewitt;Hard;A;True;56.0;14.0;Andreas Seppi;11
3882;2013-5014;0.0;8.0;32.6160164271;180.0;Lleyton Hewitt;Hard;M;False;81.0;6.0;Andreas Seppi;11
3885;2004-580;1.0;9.0;22.8993839836;180.0;Lleyton Hewitt;Hard;G;True;149.0;2.0;Rafael Nadal;19
3886;2004-580;1.0;9.0;22.8993839836;180.0;Lleyton Hewitt;Hard;G;True;149.0;2.0;Rafael Nadal;19
3887;2004-580;1.0;9.0;22.8993839836;180.0;Lleyton Hewitt;Hard;G;True;149.0;2.0;Rafael Nadal;19
3888;2004-580;1.0;9.0;22.8993839836;180.0;Lleyton Hewitt;Hard;G;True;149.0;2.0;Rafael Nadal;19
3889;2004-580;1.0;9.0;22.8993839836;180.0;Lleyton Hewitt;Hard;G;True;149.0;2.0;Rafael Nadal;19
3890;2005-580;1.0;18.0;23.895961670100004;180.0;Lleyton Hewitt;Hard;G;True;233.0;12.0;Rafael Nadal;19
3891;2005-580;1.0;18.0;23.895961670100004;180.0;Lleyton Hewitt;Hard;G;True;233.0;12.0;Rafael Nadal;19
3892;2005-580;1.0;18.0;23.895961670100004;180.0;Lleyton Hewitt;Hard;G;True;233.0;12.0;Rafael Nadal;19
3893;2005-580;1.0;18.0;23.895961670100004;180.0;Lleyton Hewitt;Hard;G;True;233.0;12.0;Rafael Nadal;19
3894;2005-580;1.0;18.0;23.895961670100004;180.0;Lleyton Hewitt;Hard;G;True;233.0;12.0;Rafael Nadal;19
3911;2005-339;1.0;7.0;23.8576317591;180.0;Lleyton Hewitt;Hard;A;True;61.0;12.0;Agustin Calleri;8
3912;2005-339;1.0;7.0;23.8576317591;180.0;Lleyton Hewitt;Hard;A;True;61.0;12.0;Agustin Calleri;8
3913;2005-339;1.0;7.0;23.8576317591;180.0;Lleyton Hewitt;Hard;A;True;61.0;12.0;Agustin Calleri;8
3914;2005-339;1.0;7.0;23.8576317591;180.0;Lleyton Hewitt;Hard;A;True;61.0;12.0;Agustin Calleri;8
3915;2005-339;1.0;7.0;23.8576317591;180.0;Lleyton Hewitt;Hard;A;True;61.0;12.0;Agustin Calleri;8
3917;2007-560;0.0;10.0;26.5023956194;180.0;Lleyton Hewitt;Hard;G;True;161.0;12.0;Agustin Calleri;8
3918;2007-560;0.0;10.0;26.5023956194;180.0;Lleyton Hewitt;Hard;G;True;161.0;12.0;Agustin Calleri;8
3920;2005-352;1.0;10.0;23.8001368925;185.0;Paul Henri Mathieu;Carpet;M;False;117.0;12.0;Fernando Gonzalez;10
3921;2005-352;1.0;10.0;23.8001368925;185.0;Paul Henri Mathieu;Carpet;M;False;117.0;12.0;Fernando Gonzalez;10
3922;2005-352;1.0;10.0;23.8001368925;185.0;Paul Henri Mathieu;Carpet;M;False;117.0;12.0;Fernando Gonzalez;10
3925;2007-468;1.0;0.0;25.2950034223;185.0;Paul Henri Mathieu;Clay;A;False;83.0;12.0;Fernando Gonzalez;10
3926;2007-468;1.0;0.0;25.2950034223;185.0;Paul Henri Mathieu;Clay;A;False;83.0;12.0;Fernando Gonzalez;10
3949;2005-1536;0.0;0.0;23.7618069815;185.0;Paul Henri Mathieu;Hard;M;False;108.0;4.0;Fernando Verdasco;13
3950;2005-1536;0.0;0.0;23.7618069815;185.0;Paul Henri Mathieu;Hard;M;False;108.0;4.0;Fernando Verdasco;13
3951;2005-1536;0.0;0.0;23.7618069815;185.0;Paul Henri Mathieu;Hard;M;False;108.0;4.0;Fernando Verdasco;13
3955;2009-339;0.0;0.0;26.981519507199998;185.0;Paul Henri Mathieu;Hard;A;False;76.0;14.0;Fernando Verdasco;13
3956;2009-339;0.0;0.0;26.981519507199998;185.0;Paul Henri Mathieu;Hard;A;False;76.0;14.0;Fernando Verdasco;13
3957;2014-440;0.0;5.0;32.424366872;185.0;Paul Henri Mathieu;Grass;A;False;113.0;6.0;Fernando Verdasco;13
3958;2014-440;0.0;5.0;32.424366872;185.0;Paul Henri Mathieu;Grass;A;False;113.0;6.0;Fernando Verdasco;13
3959;2014-440;0.0;5.0;32.424366872;185.0;Paul Henri Mathieu;Grass;A;False;113.0;6.0;Fernando Verdasco;13
3960;2014-440;0.0;5.0;32.424366872;185.0;Paul Henri Mathieu;Grass;A;False;113.0;6.0;Fernando Verdasco;13
3961;2014-440;0.0;5.0;32.424366872;185.0;Paul Henri Mathieu;Grass;A;False;113.0;6.0;Fernando Verdasco;13
3970;2005-422;0.0;2.0;23.5893223819;185.0;Paul Henri Mathieu;Hard;M;False;83.0;9.0;Nikolay Davydenko;21
3971;2005-422;0.0;2.0;23.5893223819;185.0;Paul Henri Mathieu;Hard;M;False;83.0;9.0;Nikolay Davydenko;21
3972;2005-422;0.0;2.0;23.5893223819;185.0;Paul Henri Mathieu;Hard;M;False;83.0;9.0;Nikolay Davydenko;21
3973;2005-422;0.0;2.0;23.5893223819;185.0;Paul Henri Mathieu;Hard;M;False;83.0;9.0;Nikolay Davydenko;21
3974;2007-338;1.0;0.0;24.9883641342;185.0;Paul Henri Mathieu;Hard;A;False;49.0;0.0;Nikolay Davydenko;21
3975;2007-338;1.0;0.0;24.9883641342;185.0;Paul Henri Mathieu;Hard;A;False;49.0;0.0;Nikolay Davydenko;21
3976;2007-338;1.0;0.0;24.9883641342;185.0;Paul Henri Mathieu;Hard;A;False;49.0;0.0;Nikolay Davydenko;21
3977;2007-338;1.0;0.0;24.9883641342;185.0;Paul Henri Mathieu;Hard;A;False;49.0;0.0;Nikolay Davydenko;21
3978;2007-338;1.0;0.0;24.9883641342;185.0;Paul Henri Mathieu;Hard;A;False;49.0;0.0;Nikolay Davydenko;21
3979;2007-438;0.0;7.0;25.735797399000006;185.0;Paul Henri Mathieu;Hard;A;True;155.0;0.0;Nikolay Davydenko;21
3980;2007-438;0.0;7.0;25.735797399000006;185.0;Paul Henri Mathieu;Hard;A;True;155.0;0.0;Nikolay Davydenko;21
3981;2008-96;1.0;4.0;26.5790554415;185.0;Paul Henri Mathieu;Hard;A;False;92.0;0.0;Nikolay Davydenko;21
3982;2008-96;1.0;4.0;26.5790554415;185.0;Paul Henri Mathieu;Hard;A;False;92.0;0.0;Nikolay Davydenko;21
3983;2008-96;1.0;4.0;26.5790554415;185.0;Paul Henri Mathieu;Hard;A;False;92.0;0.0;Nikolay Davydenko;21
3984;2008-96;1.0;4.0;26.5790554415;185.0;Paul Henri Mathieu;Hard;A;False;92.0;0.0;Nikolay Davydenko;21
3989;2013-404;0.0;0.0;31.140314852800003;185.0;Paul Henri Mathieu;Hard;M;False;90.0;15.0;Nikolay Davydenko;21
3990;2013-404;0.0;0.0;31.140314852800003;185.0;Paul Henri Mathieu;Hard;M;False;90.0;15.0;Nikolay Davydenko;21
3993;2007-314;1.0;8.0;25.4866529774;185.0;Paul Henri Mathieu;Clay;A;True;161.0;14.0;Andreas Seppi;8
3994;2007-314;1.0;8.0;25.4866529774;185.0;Paul Henri Mathieu;Clay;A;True;161.0;14.0;Andreas Seppi;8
3995;2009-338;1.0;8.0;27.0006844627;185.0;Paul Henri Mathieu;Hard;A;False;118.0;14.0;Andreas Seppi;8
3997;2016-6120;0.0;2.0;34.340862423000004;185.0;Paul Henri Mathieu;Clay;A;False;124.0;6.0;Andreas Seppi;8
3998;2017-580;0.0;16.0;35.0116358658;185.0;Paul Henri Mathieu;Hard;G;False;185.0;6.0;Andreas Seppi;8
4007;2009-540;0.0;14.0;27.4414784394;185.0;Paul Henri Mathieu;Grass;G;False;117.0;8.0;Tomas Berdych;8
4008;2009-540;0.0;14.0;27.4414784394;185.0;Paul Henri Mathieu;Grass;G;False;117.0;8.0;Tomas Berdych;8
4009;2009-540;0.0;14.0;27.4414784394;185.0;Paul Henri Mathieu;Grass;G;False;117.0;8.0;Tomas Berdych;8
4010;2009-540;0.0;14.0;27.4414784394;185.0;Paul Henri Mathieu;Grass;G;False;117.0;8.0;Tomas Berdych;8
4011;2009-540;0.0;14.0;27.4414784394;185.0;Paul Henri Mathieu;Grass;G;False;117.0;8.0;Tomas Berdych;8
4012;2009-573;0.0;2.0;27.805612594099998;185.0;Paul Henri Mathieu;Hard;A;False;80.0;8.0;Tomas Berdych;8
4013;2009-573;0.0;2.0;27.805612594099998;185.0;Paul Henri Mathieu;Hard;A;False;80.0;8.0;Tomas Berdych;8
4015;2009-580;0.0;21.0;25.180013689299997;188.0;Fernando Verdasco;Hard;G;True;310.0;12.0;Rafael Nadal;28
4028;2011-422;0.0;8.0;27.748117727600004;188.0;Fernando Verdasco;Hard;M;False;218.0;10.0;Rafael Nadal;28
4029;2011-422;0.0;8.0;27.748117727600004;188.0;Fernando Verdasco;Hard;M;False;218.0;10.0;Rafael Nadal;28
4030;2015-403;1.0;3.0;31.351129363400002;188.0;Fernando Verdasco;Hard;M;True;135.0;13.0;Rafael Nadal;28
4031;2015-403;1.0;3.0;31.351129363400002;188.0;Fernando Verdasco;Hard;M;True;135.0;13.0;Rafael Nadal;28
4032;2015-403;1.0;3.0;31.351129363400002;188.0;Fernando Verdasco;Hard;M;True;135.0;13.0;Rafael Nadal;28
4033;2015-403;1.0;3.0;31.351129363400002;188.0;Fernando Verdasco;Hard;M;True;135.0;13.0;Rafael Nadal;28
4034;2015-403;1.0;3.0;31.351129363400002;188.0;Fernando Verdasco;Hard;M;True;135.0;13.0;Rafael Nadal;28
4035;2016-580;1.0;20.0;32.1752224504;188.0;Fernando Verdasco;Hard;G;False;281.0;13.0;Rafael Nadal;28
4036;2016-580;1.0;20.0;32.1752224504;188.0;Fernando Verdasco;Hard;G;False;281.0;13.0;Rafael Nadal;28
4037;2016-580;1.0;20.0;32.1752224504;188.0;Fernando Verdasco;Hard;G;False;281.0;13.0;Rafael Nadal;28
4038;2016-580;1.0;20.0;32.1752224504;188.0;Fernando Verdasco;Hard;G;False;281.0;13.0;Rafael Nadal;28
4039;2016-580;1.0;20.0;32.1752224504;188.0;Fernando Verdasco;Hard;G;False;281.0;13.0;Rafael Nadal;28
4063;2008-540;1.0;11.0;24.605065024;188.0;Fernando Verdasco;Grass;G;True;100.0;16.0;Tomas Berdych;25
4064;2008-540;1.0;11.0;24.605065024;188.0;Fernando Verdasco;Grass;G;True;100.0;16.0;Tomas Berdych;25
4066;2007-329;0.0;3.0;23.8767967146;188.0;Fernando Verdasco;Hard;A;True;146.0;16.0;Tomas Berdych;25
4067;2007-329;0.0;3.0;23.8767967146;188.0;Fernando Verdasco;Hard;A;True;146.0;16.0;Tomas Berdych;25
4068;2007-329;0.0;3.0;23.8767967146;188.0;Fernando Verdasco;Hard;A;True;146.0;16.0;Tomas Berdych;25
4072;2009-425;1.0;3.0;25.4291581109;188.0;Fernando Verdasco;Clay;A;True;137.0;16.0;Tomas Berdych;25
4073;2009-425;1.0;3.0;25.4291581109;188.0;Fernando Verdasco;Clay;A;True;137.0;16.0;Tomas Berdych;25
4074;2009-425;1.0;3.0;25.4291581109;188.0;Fernando Verdasco;Clay;A;True;137.0;16.0;Tomas Berdych;25
4075;2009-425;1.0;3.0;25.4291581109;188.0;Fernando Verdasco;Clay;A;True;137.0;16.0;Tomas Berdych;25
4076;2010-410;1.0;7.0;26.4065708419;188.0;Fernando Verdasco;Clay;M;True;153.0;8.0;Tomas Berdych;25
4077;2010-410;1.0;7.0;26.4065708419;188.0;Fernando Verdasco;Clay;M;True;153.0;8.0;Tomas Berdych;25
4078;2010-410;1.0;7.0;26.4065708419;188.0;Fernando Verdasco;Clay;M;True;153.0;8.0;Tomas Berdych;25
4079;2010-410;1.0;7.0;26.4065708419;188.0;Fernando Verdasco;Clay;M;True;153.0;8.0;Tomas Berdych;25
4083;2011-747;0.0;0.0;27.8822724162;188.0;Fernando Verdasco;Hard;A;False;66.0;8.0;Tomas Berdych;25
4084;2011-747;0.0;0.0;27.8822724162;188.0;Fernando Verdasco;Hard;A;False;66.0;8.0;Tomas Berdych;25
4130;2005-520;0.0;9.0;21.5195071869;188.0;Fernando Verdasco;Clay;G;False;172.0;11.0;Robin Soderling;15
4131;2005-520;0.0;9.0;21.5195071869;188.0;Fernando Verdasco;Clay;G;False;172.0;11.0;Robin Soderling;15
4132;2005-520;0.0;9.0;21.5195071869;188.0;Fernando Verdasco;Clay;G;False;172.0;11.0;Robin Soderling;15
4133;2005-520;0.0;9.0;21.5195071869;188.0;Fernando Verdasco;Clay;G;False;172.0;11.0;Robin Soderling;15
4134;2005-520;0.0;9.0;21.5195071869;188.0;Fernando Verdasco;Clay;G;False;172.0;11.0;Robin Soderling;15
4137;2008-421;0.0;8.0;24.681724845999998;188.0;Fernando Verdasco;Hard;M;True;136.0;11.0;Robin Soderling;15
4138;2008-421;0.0;8.0;24.681724845999998;188.0;Fernando Verdasco;Hard;M;True;136.0;11.0;Robin Soderling;15
4139;2010-425;1.0;3.0;26.425735797399998;188.0;Fernando Verdasco;Clay;A;True;124.0;8.0;Robin Soderling;15
4140;2010-425;1.0;3.0;26.425735797399998;188.0;Fernando Verdasco;Clay;A;True;124.0;8.0;Robin Soderling;15
4141;2010-425;1.0;3.0;26.425735797399998;188.0;Fernando Verdasco;Clay;A;True;124.0;8.0;Robin Soderling;15
4142;2010-425;1.0;3.0;26.425735797399998;188.0;Fernando Verdasco;Clay;A;True;124.0;8.0;Robin Soderling;15
4167;2004-573;1.0;0.0;20.4079397673;188.0;Fernando Verdasco;Clay;A;False;61.0;2.0;Juan Carlos Ferrero;12
4169;2009-1536;1.0;4.0;25.4866529774;188.0;Fernando Verdasco;Clay;M;True;96.0;12.0;Juan Carlos Ferrero;12
4170;2009-1536;1.0;4.0;25.4866529774;188.0;Fernando Verdasco;Clay;M;True;96.0;12.0;Juan Carlos Ferrero;12
4171;2009-1536;1.0;4.0;25.4866529774;188.0;Fernando Verdasco;Clay;M;True;96.0;12.0;Juan Carlos Ferrero;12
4173;2011-5014;0.0;6.0;27.901437371700002;188.0;Fernando Verdasco;Hard;M;True;127.0;10.0;Juan Carlos Ferrero;12
4174;2011-5014;0.0;6.0;27.901437371700002;188.0;Fernando Verdasco;Hard;M;True;127.0;10.0;Juan Carlos Ferrero;12
4175;2011-5014;0.0;6.0;27.901437371700002;188.0;Fernando Verdasco;Hard;M;True;127.0;10.0;Juan Carlos Ferrero;12
4176;2011-5014;0.0;6.0;27.901437371700002;188.0;Fernando Verdasco;Hard;M;True;127.0;10.0;Juan Carlos Ferrero;12
4177;2011-5014;0.0;6.0;27.901437371700002;188.0;Fernando Verdasco;Hard;M;True;127.0;10.0;Juan Carlos Ferrero;12
4198;2005-319;1.0;4.0;21.6919917864;188.0;Fernando Verdasco;Clay;A;False;75.0;4.0;Andreas Seppi;12
4199;2007-404;1.0;5.0;23.3018480493;188.0;Fernando Verdasco;Hard;M;True;88.0;4.0;Andreas Seppi;12
4200;2007-540;1.0;7.0;23.608487337399996;188.0;Fernando Verdasco;Grass;G;False;97.0;4.0;Andreas Seppi;12
4201;2007-540;1.0;7.0;23.608487337399996;188.0;Fernando Verdasco;Grass;G;False;97.0;4.0;Andreas Seppi;12
4203;2009-352;1.0;9.0;25.9849418207;188.0;Fernando Verdasco;Hard;M;True;128.0;14.0;Andreas Seppi;12
4204;2009-352;1.0;9.0;25.9849418207;188.0;Fernando Verdasco;Hard;M;True;128.0;14.0;Andreas Seppi;12
4206;2014-1536;1.0;2.0;30.46954141;188.0;Fernando Verdasco;Clay;M;False;99.0;6.0;Andreas Seppi;12
4207;2014-1536;1.0;2.0;30.46954141;188.0;Fernando Verdasco;Clay;M;False;99.0;6.0;Andreas Seppi;12
4250;2004-352;0.0;5.0;20.9637234771;188.0;Fernando Verdasco;Carpet;M;False;55.0;9.0;Nikolay Davydenko;11
4256;2009-6003;0.0;8.0;25.8699520876;188.0;Fernando Verdasco;Hard;A;True;95.0;0.0;Nikolay Davydenko;11
4257;2010-580;0.0;14.0;26.176591375799998;188.0;Fernando Verdasco;Hard;G;True;237.0;0.0;Nikolay Davydenko;11
