;win;ace;age;tourney_id;nb_set;ht;name;surface;tourney_level;classe;minutes;cluster;advers
32;0.0;3.0;22.614647501700002;2000-352;2.0;188.0;Tommy Haas;Carpet;M;False;73.0;6.0;Sebastien Grosjean
33;0.0;3.0;22.614647501700002;2000-352;2.0;188.0;Tommy Haas;Carpet;M;False;73.0;6.0;Sebastien Grosjean
34;0.0;3.0;22.614647501700002;2000-352;2.0;188.0;Tommy Haas;Carpet;M;False;73.0;6.0;Sebastien Grosjean
35;0.0;3.0;22.614647501700002;2000-352;2.0;188.0;Tommy Haas;Carpet;M;False;73.0;6.0;Sebastien Grosjean
45;0.0;6.0;22.1930184805;2000-500;3.0;188.0;Tommy Haas;Grass;A;True;83.0;10.0;Ivan Ljubicic
61;1.0;7.0;23.572895277199997;2001-352;2.0;188.0;Tommy Haas;Carpet;M;True;66.0;10.0;Ivan Ljubicic
62;1.0;7.0;23.572895277199997;2001-352;2.0;188.0;Tommy Haas;Carpet;M;True;66.0;10.0;Ivan Ljubicic
63;1.0;7.0;23.572895277199997;2001-352;2.0;188.0;Tommy Haas;Carpet;M;True;66.0;10.0;Ivan Ljubicic
71;1.0;15.0;22.8829568789;2001-402;3.0;188.0;Tommy Haas;Hard;A;True;115.0;10.0;Andy Roddick
72;1.0;15.0;22.8829568789;2001-402;3.0;188.0;Tommy Haas;Hard;A;True;115.0;10.0;Andy Roddick
73;1.0;15.0;22.8829568789;2001-402;3.0;188.0;Tommy Haas;Hard;A;True;115.0;10.0;Andy Roddick
85;1.0;7.0;23.3237508556;2001-421;2.0;188.0;Tommy Haas;Hard;M;False;90.0;10.0;Ivan Ljubicic
86;1.0;7.0;23.3237508556;2001-421;2.0;188.0;Tommy Haas;Hard;M;False;90.0;10.0;Ivan Ljubicic
87;1.0;7.0;23.3237508556;2001-421;2.0;188.0;Tommy Haas;Hard;M;False;90.0;10.0;Ivan Ljubicic
150;1.0;10.0;24.3586584531;2002-419;3.0;188.0;Tommy Haas;Hard;A;True;112.0;6.0;Sebastien Grosjean
151;1.0;10.0;24.3586584531;2002-419;3.0;188.0;Tommy Haas;Hard;A;True;112.0;6.0;Sebastien Grosjean
152;1.0;10.0;24.3586584531;2002-419;3.0;188.0;Tommy Haas;Hard;A;True;112.0;6.0;Sebastien Grosjean
254;1.0;6.0;27.5592060233;2005-328;2.0;188.0;Tommy Haas;Carpet;A;True;85.0;12.0;Alexander Waske
255;1.0;6.0;27.5592060233;2005-328;2.0;188.0;Tommy Haas;Carpet;A;True;85.0;12.0;Alexander Waske
284;0.0;3.0;27.5208761123;2005-337;2.0;188.0;Tommy Haas;Hard;A;False;60.0;13.0;Ivan Ljubicic
285;0.0;3.0;27.5208761123;2005-337;2.0;188.0;Tommy Haas;Hard;A;False;60.0;13.0;Ivan Ljubicic
286;0.0;3.0;27.5208761123;2005-337;2.0;188.0;Tommy Haas;Hard;A;False;60.0;13.0;Ivan Ljubicic
287;0.0;3.0;27.5208761123;2005-337;2.0;188.0;Tommy Haas;Hard;A;False;60.0;13.0;Ivan Ljubicic
288;0.0;3.0;27.5208761123;2005-337;2.0;188.0;Tommy Haas;Hard;A;False;60.0;13.0;Ivan Ljubicic
338;1.0;16.0;28.153319644099998;2006-520;4.0;188.0;Tommy Haas;Clay;G;True;197.0;12.0;Alexander Waske
339;1.0;9.0;28.2299794661;2006-540;3.0;188.0;Tommy Haas;Grass;G;True;120.0;14.0;Jiri Vanek
350;1.0;3.0;28.019164955500003;2006-717;2.0;188.0;Tommy Haas;Clay;A;True;84.0;12.0;Alexander Waske
351;1.0;3.0;28.019164955500003;2006-717;2.0;188.0;Tommy Haas;Clay;A;True;84.0;12.0;Alexander Waske
383;1.0;10.0;29.3223819302;2007-418;2.0;188.0;Tommy Haas;Hard;A;True;71.0;9.0;Michael Russell
399;1.0;6.0;29.3990417522;2007-560;5.0;188.0;Tommy Haas;Hard;G;True;194.0;9.0;Sebastien Grosjean
400;1.0;6.0;29.3990417522;2007-560;5.0;188.0;Tommy Haas;Hard;G;True;194.0;9.0;Sebastien Grosjean
401;1.0;6.0;29.3990417522;2007-560;5.0;188.0;Tommy Haas;Hard;G;True;194.0;9.0;Sebastien Grosjean
402;1.0;6.0;29.3990417522;2007-560;5.0;188.0;Tommy Haas;Hard;G;True;194.0;9.0;Sebastien Grosjean
403;1.0;6.0;29.3990417522;2007-560;5.0;188.0;Tommy Haas;Hard;G;True;194.0;9.0;Sebastien Grosjean
414;0.0;4.0;29.073237508600002;2007-308;2.0;188.0;Tommy Haas;Clay;A;True;87.0;9.0;Sebastien Grosjean
415;0.0;4.0;29.073237508600002;2007-308;2.0;188.0;Tommy Haas;Clay;A;True;87.0;9.0;Sebastien Grosjean
417;0.0;5.0;28.958247775500002;2007-403;2.0;188.0;Tommy Haas;Hard;M;True;67.0;3.0;Alejandro Falla
418;0.0;5.0;28.958247775500002;2007-403;2.0;188.0;Tommy Haas;Hard;M;True;67.0;3.0;Alejandro Falla
420;0.0;1.0;29.092402464099997;2007-416;2.0;188.0;Tommy Haas;Clay;M;True;59.0;14.0;Radek Stepanek
526;0.0;16.0;33.2128678987;2011-540;4.0;188.0;Tommy Haas;Grass;G;False;162.0;13.0;Gilles Muller
527;0.0;16.0;33.2128678987;2011-540;4.0;188.0;Tommy Haas;Grass;G;False;162.0;13.0;Gilles Muller
545;1.0;5.0;34.1519507187;2012-520;3.0;188.0;Tommy Haas;Clay;G;False;116.0;16.0;Sergiy Stakhovsky
546;1.0;5.0;34.1519507187;2012-520;3.0;188.0;Tommy Haas;Clay;G;False;116.0;16.0;Sergiy Stakhovsky
557;1.0;5.0;34.3244353183;2012-418;2.0;188.0;Tommy Haas;Hard;A;True;75.0;9.0;Michael Russell
629;1.0;5.0;35.531827515399996;2013-337;2.0;188.0;Tommy Haas;Hard;A;True;104.0;2.0;Radek Stepanek
630;1.0;5.0;35.531827515399996;2013-337;2.0;188.0;Tommy Haas;Hard;A;True;104.0;2.0;Radek Stepanek
631;1.0;5.0;35.531827515399996;2013-337;2.0;188.0;Tommy Haas;Hard;A;True;104.0;2.0;Radek Stepanek
632;1.0;5.0;35.531827515399996;2013-337;2.0;188.0;Tommy Haas;Hard;A;True;104.0;2.0;Radek Stepanek
633;1.0;5.0;35.531827515399996;2013-337;2.0;188.0;Tommy Haas;Hard;A;True;104.0;2.0;Radek Stepanek
868;1.0;8.0;24.167008898000002;2002-421;2.0;175.0;Sebastien Grosjean;Hard;M;True;70.0;14.0;Radek Stepanek
869;1.0;8.0;24.167008898000002;2002-421;2.0;175.0;Sebastien Grosjean;Hard;M;True;70.0;14.0;Radek Stepanek
893;0.0;2.0;23.9370294319;2002-416;2.0;175.0;Sebastien Grosjean;Clay;M;True;82.0;7.0;Tommy Haas
894;0.0;2.0;23.9370294319;2002-416;2.0;175.0;Sebastien Grosjean;Clay;M;True;82.0;7.0;Tommy Haas
943;0.0;8.0;24.7802874743;2003-404;3.0;175.0;Sebastien Grosjean;Hard;M;True;141.0;12.0;Andy Roddick
944;0.0;8.0;24.7802874743;2003-404;3.0;175.0;Sebastien Grosjean;Hard;M;True;141.0;12.0;Andy Roddick
945;0.0;8.0;24.7802874743;2003-404;3.0;175.0;Sebastien Grosjean;Hard;M;True;141.0;12.0;Andy Roddick
946;0.0;8.0;24.7802874743;2003-404;3.0;175.0;Sebastien Grosjean;Hard;M;True;141.0;12.0;Andy Roddick
947;0.0;8.0;24.7802874743;2003-404;3.0;175.0;Sebastien Grosjean;Hard;M;True;141.0;12.0;Andy Roddick
991;0.0;7.0;26.1409993155;2004-419;3.0;175.0;Sebastien Grosjean;Hard;A;True;152.0;13.0;Ivan Ljubicic
992;0.0;7.0;26.1409993155;2004-419;3.0;175.0;Sebastien Grosjean;Hard;A;True;152.0;13.0;Ivan Ljubicic
995;0.0;2.0;25.6043805613;2004-451;3.0;175.0;Sebastien Grosjean;Hard;A;True;123.0;11.0;Ivan Ljubicic
996;0.0;2.0;25.6043805613;2004-451;3.0;175.0;Sebastien Grosjean;Hard;A;True;123.0;11.0;Ivan Ljubicic
997;0.0;2.0;25.6043805613;2004-451;3.0;175.0;Sebastien Grosjean;Hard;A;True;123.0;11.0;Ivan Ljubicic
1024;1.0;10.0;27.252566735100004;2005-560;4.0;175.0;Sebastien Grosjean;Hard;G;False;140.0;14.0;Thomas Johansson
1076;0.0;11.0;28.3832991102;2006-1536;2.0;175.0;Sebastien Grosjean;Hard;M;False;88.0;12.0;Andy Roddick
1077;0.0;11.0;28.3832991102;2006-1536;2.0;175.0;Sebastien Grosjean;Hard;M;False;88.0;12.0;Andy Roddick
1078;0.0;11.0;28.3832991102;2006-1536;2.0;175.0;Sebastien Grosjean;Hard;M;False;88.0;12.0;Andy Roddick
1079;0.0;11.0;28.3832991102;2006-1536;2.0;175.0;Sebastien Grosjean;Hard;M;False;88.0;12.0;Andy Roddick
1099;1.0;6.0;28.919917864499997;2007-308;2.0;175.0;Sebastien Grosjean;Clay;A;False;87.0;19.0;Tommy Haas
1100;1.0;6.0;28.919917864499997;2007-308;2.0;175.0;Sebastien Grosjean;Clay;A;False;87.0;19.0;Tommy Haas
1101;1.0;6.0;28.919917864499997;2007-308;2.0;175.0;Sebastien Grosjean;Clay;A;False;87.0;19.0;Tommy Haas
1102;1.0;6.0;28.919917864499997;2007-308;2.0;175.0;Sebastien Grosjean;Clay;A;False;87.0;19.0;Tommy Haas
1165;0.0;4.0;31.449691991799998;2009-352;2.0;175.0;Sebastien Grosjean;Hard;M;False;94.0;13.0;Ivan Ljubicic
1236;0.0;8.0;24.9144421629;2011-418;2.0;193.0;Gael Monfils;Hard;A;True;93.0;14.0;Radek Stepanek
1284;0.0;6.0;19.1457905544;2005-375;2.0;193.0;Gael Monfils;Carpet;A;False;60.0;10.0;Andy Roddick
1285;0.0;6.0;19.1457905544;2005-375;2.0;193.0;Gael Monfils;Carpet;A;False;60.0;10.0;Andy Roddick
1286;0.0;6.0;19.1457905544;2005-375;2.0;193.0;Gael Monfils;Carpet;A;False;60.0;10.0;Andy Roddick
1308;1.0;4.0;19.6824093087;2006-416;2.0;193.0;Gael Monfils;Clay;M;False;71.0;10.0;Andy Roddick
1309;1.0;4.0;19.6824093087;2006-416;2.0;193.0;Gael Monfils;Clay;M;False;71.0;10.0;Andy Roddick
1310;1.0;4.0;19.6824093087;2006-416;2.0;193.0;Gael Monfils;Clay;M;False;71.0;10.0;Andy Roddick
1311;1.0;4.0;19.6824093087;2006-416;2.0;193.0;Gael Monfils;Clay;M;False;71.0;10.0;Andy Roddick
1312;1.0;4.0;19.6824093087;2006-416;2.0;193.0;Gael Monfils;Clay;M;False;71.0;10.0;Andy Roddick
1345;1.0;7.0;20.717316906199997;2007-306;2.0;193.0;Gael Monfils;Clay;A;False;164.0;10.0;Andy Roddick
1346;1.0;7.0;20.717316906199997;2007-306;2.0;193.0;Gael Monfils;Clay;A;False;164.0;10.0;Andy Roddick
1347;1.0;7.0;20.717316906199997;2007-306;2.0;193.0;Gael Monfils;Clay;A;False;164.0;10.0;Andy Roddick
1348;1.0;7.0;20.717316906199997;2007-306;2.0;193.0;Gael Monfils;Clay;A;False;164.0;10.0;Andy Roddick
1349;1.0;7.0;20.717316906199997;2007-306;2.0;193.0;Gael Monfils;Clay;A;False;164.0;10.0;Andy Roddick
1463;1.0;17.0;22.7296372348;2009-520;3.0;193.0;Gael Monfils;Clay;G;True;111.0;10.0;Andy Roddick
1464;1.0;17.0;22.7296372348;2009-520;3.0;193.0;Gael Monfils;Clay;G;True;111.0;10.0;Andy Roddick
1481;0.0;10.0;22.5571526352;2009-403;2.0;193.0;Gael Monfils;Hard;M;True;97.0;10.0;Andy Roddick
1523;1.0;5.0;24.090349076;2010-329;2.0;193.0;Gael Monfils;Hard;A;True;70.0;14.0;Radek Stepanek
1524;1.0;5.0;24.090349076;2010-329;2.0;193.0;Gael Monfils;Hard;A;True;70.0;14.0;Radek Stepanek
1529;1.0;11.0;24.1478439425;2010-375;3.0;193.0;Gael Monfils;Hard;A;True;112.0;11.0;Ivan Ljubicic
1576;1.0;3.0;24.9336071184;2011-421;3.0;193.0;Gael Monfils;Hard;M;True;156.0;10.0;Viktor Troicki
1577;1.0;3.0;24.9336071184;2011-421;3.0;193.0;Gael Monfils;Hard;M;True;156.0;10.0;Viktor Troicki
1578;1.0;3.0;24.9336071184;2011-421;3.0;193.0;Gael Monfils;Hard;M;True;156.0;10.0;Viktor Troicki
1620;1.0;3.0;26.0643394935;2012-1720;2.0;193.0;Gael Monfils;Hard;A;False;112.0;1.0;Viktor Troicki
1636;1.0;26.0;26.3709787817;2013-580;4.0;193.0;Gael Monfils;Hard;G;False;165.0;17.0;Alexandr Dolgopolov
1637;1.0;26.0;26.3709787817;2013-580;4.0;193.0;Gael Monfils;Hard;G;False;165.0;17.0;Alexandr Dolgopolov
1638;1.0;26.0;26.3709787817;2013-580;4.0;193.0;Gael Monfils;Hard;G;False;165.0;17.0;Alexandr Dolgopolov
1639;1.0;26.0;26.3709787817;2013-580;4.0;193.0;Gael Monfils;Hard;G;False;165.0;17.0;Alexandr Dolgopolov
1700;1.0;8.0;27.5017111567;2014-404;2.0;193.0;Gael Monfils;Hard;M;True;61.0;1.0;Sergiy Stakhovsky
1748;1.0;1.0;28.6707734428;2015-1536;2.0;193.0;Gael Monfils;Clay;M;True;60.0;1.0;Viktor Troicki
1749;1.0;1.0;28.6707734428;2015-1536;2.0;193.0;Gael Monfils;Clay;M;True;60.0;1.0;Viktor Troicki
1750;1.0;1.0;28.6707734428;2015-1536;2.0;193.0;Gael Monfils;Clay;M;True;60.0;1.0;Viktor Troicki
1751;1.0;1.0;28.6707734428;2015-1536;2.0;193.0;Gael Monfils;Clay;M;True;60.0;1.0;Viktor Troicki
1752;1.0;18.0;28.7282683094;2015-520;4.0;193.0;Gael Monfils;Clay;G;True;158.0;19.0;Edouard Roger Vasselin
1809;0.0;10.0;29.4182067077;2016-0375;2.0;193.0;Gael Monfils;Hard;A;True;94.0;19.0;Edouard Roger Vasselin
1810;0.0;10.0;29.4182067077;2016-0375;2.0;193.0;Gael Monfils;Hard;A;True;94.0;19.0;Edouard Roger Vasselin
1826;1.0;8.0;30.4722792608;2017-0496;2.0;193.0;Gael Monfils;Hard;A;True;56.0;1.0;Sergiy Stakhovsky
1827;1.0;8.0;30.4722792608;2017-0496;2.0;193.0;Gael Monfils;Hard;A;True;56.0;1.0;Sergiy Stakhovsky
2091;0.0;8.0;22.614647501700002;2001-352;2.0;193.0;Ivan Ljubicic;Carpet;M;False;66.0;7.0;Tommy Haas
2092;0.0;8.0;22.614647501700002;2001-352;2.0;193.0;Ivan Ljubicic;Carpet;M;False;66.0;7.0;Tommy Haas
2103;0.0;7.0;21.9055441478;2001-496;2.0;193.0;Ivan Ljubicic;Hard;A;False;103.0;6.0;Sebastien Grosjean
2139;0.0;11.0;23.611225188200002;2002-352;2.0;193.0;Ivan Ljubicic;Carpet;M;False;88.0;12.0;Andy Roddick
2140;0.0;11.0;23.611225188200002;2002-352;2.0;193.0;Ivan Ljubicic;Carpet;M;False;88.0;12.0;Andy Roddick
2141;0.0;11.0;23.611225188200002;2002-352;2.0;193.0;Ivan Ljubicic;Carpet;M;False;88.0;12.0;Andy Roddick
2142;0.0;27.0;23.5537303217;2002-375;3.0;193.0;Ivan Ljubicic;Carpet;A;True;94.0;7.0;Kristian Pless
2143;0.0;27.0;23.5537303217;2002-375;3.0;193.0;Ivan Ljubicic;Carpet;A;True;94.0;7.0;Kristian Pless
2233;1.0;11.0;25.3360711841;2004-419;3.0;193.0;Ivan Ljubicic;Hard;A;True;152.0;6.0;Sebastien Grosjean
2234;1.0;11.0;25.3360711841;2004-419;3.0;193.0;Ivan Ljubicic;Hard;A;True;152.0;6.0;Sebastien Grosjean
2235;1.0;11.0;25.3360711841;2004-419;3.0;193.0;Ivan Ljubicic;Hard;A;True;152.0;6.0;Sebastien Grosjean
2236;1.0;11.0;25.3360711841;2004-419;3.0;193.0;Ivan Ljubicic;Hard;A;True;152.0;6.0;Sebastien Grosjean
2237;1.0;11.0;25.3360711841;2004-419;3.0;193.0;Ivan Ljubicic;Hard;A;True;152.0;6.0;Sebastien Grosjean
2242;1.0;10.0;24.7994524298;2004-451;3.0;193.0;Ivan Ljubicic;Hard;A;False;123.0;6.0;Sebastien Grosjean
2277;1.0;12.0;26.5626283368;2005-337;2.0;193.0;Ivan Ljubicic;Hard;A;True;60.0;19.0;Tommy Haas
2278;1.0;12.0;26.5626283368;2005-337;2.0;193.0;Ivan Ljubicic;Hard;A;True;60.0;19.0;Tommy Haas
2279;1.0;12.0;26.5626283368;2005-337;2.0;193.0;Ivan Ljubicic;Hard;A;True;60.0;19.0;Tommy Haas
2280;1.0;12.0;26.5626283368;2005-337;2.0;193.0;Ivan Ljubicic;Hard;A;True;60.0;19.0;Tommy Haas
2299;1.0;12.0;25.9110198494;2005-407;2.0;193.0;Ivan Ljubicic;Hard;A;False;104.0;14.0;Thomas Johansson
2329;0.0;2.0;25.8726899384;2005-408;2.0;193.0;Ivan Ljubicic;Carpet;A;True;65.0;14.0;Radek Stepanek
2330;0.0;2.0;25.8726899384;2005-408;2.0;193.0;Ivan Ljubicic;Carpet;A;True;65.0;14.0;Radek Stepanek
2331;0.0;2.0;25.8726899384;2005-408;2.0;193.0;Ivan Ljubicic;Carpet;A;True;65.0;14.0;Radek Stepanek
2369;1.0;6.0;26.9650924025;2006-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;70.0;1.0;Gael Monfils
2370;1.0;6.0;26.9650924025;2006-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;70.0;1.0;Gael Monfils
2371;1.0;6.0;26.9650924025;2006-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;70.0;1.0;Gael Monfils
2372;1.0;6.0;26.9650924025;2006-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;70.0;1.0;Gael Monfils
2373;1.0;6.0;26.9650924025;2006-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;70.0;1.0;Gael Monfils
2386;1.0;8.0;27.195071868600007;2006-520;4.0;193.0;Ivan Ljubicic;Clay;G;True;169.0;17.0;Oscar Hernandez
2470;0.0;11.0;27.865845311399998;2007-2276;3.0;193.0;Ivan Ljubicic;Carpet;A;True;151.0;14.0;Marcos Baghdatis
2475;0.0;30.0;28.594113620799998;2007-375;3.0;193.0;Ivan Ljubicic;Carpet;A;True;152.0;3.0;Alejandro Falla
2476;0.0;30.0;28.594113620799998;2007-375;3.0;193.0;Ivan Ljubicic;Carpet;A;True;152.0;3.0;Alejandro Falla
2478;0.0;12.0;27.961670089000002;2007-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;127.0;12.0;Andy Roddick
2479;0.0;12.0;27.961670089000002;2007-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;127.0;12.0;Andy Roddick
2480;0.0;12.0;27.961670089000002;2007-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;127.0;12.0;Andy Roddick
2481;0.0;12.0;27.961670089000002;2007-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;127.0;12.0;Andy Roddick
2482;0.0;12.0;27.961670089000002;2007-404;2.0;193.0;Ivan Ljubicic;Hard;M;True;127.0;12.0;Andy Roddick
2526;0.0;25.0;29.2457221081;2008-440;3.0;193.0;Ivan Ljubicic;Grass;A;True;138.0;1.0;Viktor Troicki
2527;0.0;25.0;29.2457221081;2008-440;3.0;193.0;Ivan Ljubicic;Grass;A;True;138.0;1.0;Viktor Troicki
2528;0.0;25.0;29.2457221081;2008-440;3.0;193.0;Ivan Ljubicic;Grass;A;True;138.0;1.0;Viktor Troicki
2533;0.0;16.0;28.8240930869;2008-580;4.0;193.0;Ivan Ljubicic;Hard;G;True;177.0;19.0;Robin Haase
2574;0.0;7.0;30.0123203285;2009-403;2.0;193.0;Ivan Ljubicic;Hard;M;False;105.0;0.0;Oscar Hernandez
2575;0.0;7.0;30.0123203285;2009-403;2.0;193.0;Ivan Ljubicic;Hard;M;False;105.0;0.0;Oscar Hernandez
2576;0.0;7.0;30.0123203285;2009-403;2.0;193.0;Ivan Ljubicic;Hard;M;False;105.0;0.0;Oscar Hernandez
2577;0.0;7.0;30.0123203285;2009-403;2.0;193.0;Ivan Ljubicic;Hard;M;False;105.0;0.0;Oscar Hernandez
2636;1.0;8.0;31.832991101999998;2011-580;4.0;193.0;Ivan Ljubicic;Hard;G;True;185.0;1.0;Benoit Paire
2640;1.0;18.0;31.8904859685;2011-407;3.0;193.0;Ivan Ljubicic;Hard;A;True;145.0;2.0;Marcos Baghdatis
2671;0.0;15.0;32.2162902122;2011-311;3.0;193.0;Ivan Ljubicic;Grass;A;True;109.0;2.0;Radek Stepanek
2672;0.0;15.0;32.2162902122;2011-311;3.0;193.0;Ivan Ljubicic;Grass;A;True;109.0;2.0;Radek Stepanek
2702;0.0;4.0;23.745379876799998;2012-421;2.0;180.0;Alexandr Dolgopolov;Hard;M;False;66.0;5.0;Radek Stepanek
2724;1.0;5.0;21.9055441478;2010-747;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;83.0;5.0;Marcos Baghdatis
2748;0.0;5.0;21.9055441478;2010-747;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;82.0;10.0;Ivan Ljubicic
2750;0.0;7.0;21.943874058899997;2010-438;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;82.0;5.0;Marcos Baghdatis
2751;0.0;7.0;21.943874058899997;2010-438;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;82.0;5.0;Marcos Baghdatis
2752;0.0;7.0;21.943874058899997;2010-438;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;82.0;5.0;Marcos Baghdatis
2753;0.0;7.0;21.943874058899997;2010-438;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;82.0;5.0;Marcos Baghdatis
2806;0.0;12.0;22.5379876797;2011-520;4.0;180.0;Alexandr Dolgopolov;Clay;G;True;166.0;10.0;Viktor Troicki
2807;0.0;12.0;22.5379876797;2011-520;4.0;180.0;Alexandr Dolgopolov;Clay;G;True;166.0;10.0;Viktor Troicki
2808;0.0;12.0;22.5379876797;2011-520;4.0;180.0;Alexandr Dolgopolov;Clay;G;True;166.0;10.0;Viktor Troicki
2815;0.0;15.0;22.787132101300006;2011-6242;2.0;180.0;Alexandr Dolgopolov;Hard;A;True;60.0;7.0;Robin Haase
2867;0.0;16.0;23.5537303217;2012-520;5.0;180.0;Alexandr Dolgopolov;Clay;G;True;220.0;10.0;Sergiy Stakhovsky
2900;0.0;7.0;24.186173853499998;2013-580;4.0;180.0;Alexandr Dolgopolov;Hard;G;True;165.0;10.0;Gael Monfils
2901;0.0;7.0;24.186173853499998;2013-580;4.0;180.0;Alexandr Dolgopolov;Hard;G;True;165.0;10.0;Gael Monfils
2902;0.0;7.0;24.186173853499998;2013-580;4.0;180.0;Alexandr Dolgopolov;Hard;G;True;165.0;10.0;Gael Monfils
2903;0.0;7.0;24.186173853499998;2013-580;4.0;180.0;Alexandr Dolgopolov;Hard;G;True;165.0;10.0;Gael Monfils
2904;0.0;7.0;24.186173853499998;2013-580;4.0;180.0;Alexandr Dolgopolov;Hard;G;True;165.0;10.0;Gael Monfils
2908;0.0;4.0;24.3586584531;2013-403;2.0;180.0;Alexandr Dolgopolov;Hard;M;True;77.0;7.0;Tommy Haas
2909;0.0;4.0;24.3586584531;2013-403;2.0;180.0;Alexandr Dolgopolov;Hard;M;True;77.0;7.0;Tommy Haas
2910;0.0;4.0;24.3586584531;2013-403;2.0;180.0;Alexandr Dolgopolov;Hard;M;True;77.0;7.0;Tommy Haas
2911;0.0;4.0;24.3586584531;2013-403;2.0;180.0;Alexandr Dolgopolov;Hard;M;True;77.0;7.0;Tommy Haas
2914;0.0;10.0;24.4928131417;2013-1536;3.0;180.0;Alexandr Dolgopolov;Clay;M;False;117.0;7.0;Robin Haase
2990;1.0;2.0;26.524298425700003;2015-6120;3.0;180.0;Alexandr Dolgopolov;Clay;A;False;96.0;1.0;Sergiy Stakhovsky
2996;0.0;2.0;26.4284736482;2015-410;2.0;180.0;Alexandr Dolgopolov;Clay;M;False;112.0;1.0;Gael Monfils
2997;0.0;2.0;26.4284736482;2015-410;2.0;180.0;Alexandr Dolgopolov;Clay;M;False;112.0;1.0;Gael Monfils
3007;1.0;9.0;27.290896646100002;2016-M004;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;64.0;19.0;Robin Haase
3008;1.0;9.0;27.290896646100002;2016-M004;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;64.0;19.0;Robin Haase
3009;1.0;9.0;27.290896646100002;2016-M004;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;64.0;19.0;Robin Haase
3010;1.0;9.0;27.290896646100002;2016-M004;2.0;180.0;Alexandr Dolgopolov;Hard;A;False;64.0;19.0;Robin Haase
3083;1.0;13.0;29.1690622861;2018-M001;3.0;180.0;Alexandr Dolgopolov;Hard;A;False;140.0;1.0;Viktor Troicki
3084;1.0;13.0;29.1690622861;2018-M001;3.0;180.0;Alexandr Dolgopolov;Hard;A;False;140.0;1.0;Viktor Troicki
3092;0.0;12.0;27.5208761123;2010-404;2.0;188.0;Andy Roddick;Hard;M;True;127.0;13.0;Ivan Ljubicic
3093;0.0;12.0;27.5208761123;2010-404;2.0;188.0;Andy Roddick;Hard;M;True;127.0;13.0;Ivan Ljubicic
3094;0.0;12.0;27.5208761123;2010-404;2.0;188.0;Andy Roddick;Hard;M;True;127.0;13.0;Ivan Ljubicic
3095;0.0;12.0;27.5208761123;2010-404;2.0;188.0;Andy Roddick;Hard;M;True;127.0;13.0;Ivan Ljubicic
3096;0.0;12.0;27.5208761123;2010-404;2.0;188.0;Andy Roddick;Hard;M;True;127.0;13.0;Ivan Ljubicic
3110;1.0;14.0;22.8062970568;2005-540;5.0;188.0;Andy Roddick;Grass;G;True;170.0;6.0;Sebastien Grosjean
3111;1.0;14.0;22.8062970568;2005-540;5.0;188.0;Andy Roddick;Grass;G;True;170.0;6.0;Sebastien Grosjean
3291;1.0;10.0;20.9472963723;2003-422;2.0;188.0;Andy Roddick;Hard;M;True;57.0;10.0;Ivan Ljubicic
3292;1.0;10.0;20.9472963723;2003-422;2.0;188.0;Andy Roddick;Hard;M;True;57.0;10.0;Ivan Ljubicic
3293;1.0;10.0;20.9472963723;2003-422;2.0;188.0;Andy Roddick;Hard;M;True;57.0;10.0;Ivan Ljubicic
3346;1.0;11.0;21.7713894593;2004-311;2.0;188.0;Andy Roddick;Grass;A;True;83.0;6.0;Sebastien Grosjean
3429;1.0;9.0;23.151266256;2005-375;2.0;188.0;Andy Roddick;Carpet;A;True;60.0;10.0;Gael Monfils
3430;1.0;9.0;23.151266256;2005-375;2.0;188.0;Andy Roddick;Carpet;A;True;60.0;10.0;Gael Monfils
3431;1.0;9.0;23.151266256;2005-375;2.0;188.0;Andy Roddick;Carpet;A;True;60.0;10.0;Gael Monfils
3458;1.0;13.0;22.8062970568;2005-540;3.0;188.0;Andy Roddick;Grass;G;True;83.0;5.0;Jiri Vanek
3459;1.0;13.0;22.8062970568;2005-540;3.0;188.0;Andy Roddick;Grass;G;True;83.0;5.0;Jiri Vanek
3473;1.0;4.0;22.633812457199998;2005-717;2.0;188.0;Andy Roddick;Clay;A;True;71.0;6.0;Sebastien Grosjean
3474;1.0;4.0;22.633812457199998;2005-717;2.0;188.0;Andy Roddick;Clay;A;True;71.0;6.0;Sebastien Grosjean
3475;1.0;4.0;22.633812457199998;2005-717;2.0;188.0;Andy Roddick;Clay;A;True;71.0;6.0;Sebastien Grosjean
